# entropy density for QED , [dp^{(n)}/dT] = MeV^3 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   dp^{(0)}/dT,   dp^{(2)non-log}/dT,   dp^{(2)log}/dT,   dp^{(3)}/dT,   dp^{(4)}/dT,   dp^{(5)}/dT
 1.281762965200e+00   +5.025344335372e+00   -1.2450e-02   +6.7210e-05   +1.1725e-03   -4.7095e-05   -1.0642e-07
 1.282915543907e+00   +5.039011175199e+00   -1.2485e-02   +6.7287e-05   +1.1757e-03   -4.7242e-05   -1.0413e-07
 1.284069159029e+00   +5.052715008816e+00   -1.2520e-02   +6.7364e-05   +1.1789e-03   -4.7390e-05   -1.0182e-07
 1.285223811497e+00   +5.066455936187e+00   -1.2555e-02   +6.7441e-05   +1.1821e-03   -4.7538e-05   -9.9502e-08
 1.286379502245e+00   +5.080234057548e+00   -1.2590e-02   +6.7518e-05   +1.1853e-03   -4.7687e-05   -9.7169e-08
 1.287536232205e+00   +5.094049473404e+00   -1.2625e-02   +6.7595e-05   +1.1886e-03   -4.7836e-05   -9.4823e-08
 1.288694002313e+00   +5.107902284534e+00   -1.2661e-02   +6.7672e-05   +1.1918e-03   -4.7985e-05   -9.2463e-08
 1.289852813503e+00   +5.121792591986e+00   -1.2696e-02   +6.7749e-05   +1.1951e-03   -4.8135e-05   -9.0090e-08
 1.291012666712e+00   +5.135720497084e+00   -1.2732e-02   +6.7827e-05   +1.1983e-03   -4.8286e-05   -8.7704e-08
 1.292173562877e+00   +5.149686101423e+00   -1.2768e-02   +6.7904e-05   +1.2016e-03   -4.8437e-05   -8.5304e-08
 1.293335502936e+00   +5.163689506875e+00   -1.2804e-02   +6.7981e-05   +1.2049e-03   -4.8588e-05   -8.2891e-08
 1.294498487827e+00   +5.177730815583e+00   -1.2840e-02   +6.8059e-05   +1.2082e-03   -4.8740e-05   -8.0464e-08
 1.295662518490e+00   +5.191810129972e+00   -1.2876e-02   +6.8136e-05   +1.2115e-03   -4.8892e-05   -7.8023e-08
 1.296827595865e+00   +5.205927552737e+00   -1.2912e-02   +6.8214e-05   +1.2148e-03   -4.9045e-05   -7.5569e-08
 1.297993720893e+00   +5.220083186856e+00   -1.2948e-02   +6.8291e-05   +1.2181e-03   -4.9198e-05   -7.3101e-08
 1.299160894517e+00   +5.234277135581e+00   -1.2985e-02   +6.8369e-05   +1.2215e-03   -4.9352e-05   -7.0619e-08
 1.300329117679e+00   +5.248509502446e+00   -1.3021e-02   +6.8447e-05   +1.2248e-03   -4.9506e-05   -6.8123e-08
 1.301498391324e+00   +5.262780391262e+00   -1.3058e-02   +6.8525e-05   +1.2281e-03   -4.9661e-05   -6.5613e-08
 1.302668716395e+00   +5.277089906122e+00   -1.3094e-02   +6.8603e-05   +1.2315e-03   -4.9816e-05   -6.3090e-08
 1.303840093839e+00   +5.291438151399e+00   -1.3131e-02   +6.8681e-05   +1.2349e-03   -4.9972e-05   -6.0552e-08
 1.305012524601e+00   +5.305825231750e+00   -1.3168e-02   +6.8759e-05   +1.2382e-03   -5.0128e-05   -5.8000e-08
 1.306186009628e+00   +5.320251252112e+00   -1.3205e-02   +6.8837e-05   +1.2416e-03   -5.0285e-05   -5.5434e-08
 1.307360549870e+00   +5.334716317707e+00   -1.3242e-02   +6.8915e-05   +1.2450e-03   -5.0442e-05   -5.2854e-08
 1.308536146274e+00   +5.349220534041e+00   -1.3279e-02   +6.8993e-05   +1.2484e-03   -5.0599e-05   -5.0260e-08
 1.309712799790e+00   +5.363764006905e+00   -1.3316e-02   +6.9072e-05   +1.2518e-03   -5.0757e-05   -4.7651e-08
 1.310890511369e+00   +5.378346842374e+00   -1.3354e-02   +6.9150e-05   +1.2552e-03   -5.0916e-05   -4.5028e-08
 1.312069281963e+00   +5.392969146813e+00   -1.3391e-02   +6.9228e-05   +1.2587e-03   -5.1075e-05   -4.2390e-08
 1.313249112523e+00   +5.407631026870e+00   -1.3429e-02   +6.9307e-05   +1.2621e-03   -5.1234e-05   -3.9738e-08
 1.314430004003e+00   +5.422332589486e+00   -1.3466e-02   +6.9385e-05   +1.2656e-03   -5.1394e-05   -3.7071e-08
 1.315611957356e+00   +5.437073941885e+00   -1.3504e-02   +6.9464e-05   +1.2690e-03   -5.1555e-05   -3.4390e-08
 1.316794973538e+00   +5.451855191586e+00   -1.3542e-02   +6.9543e-05   +1.2725e-03   -5.1716e-05   -3.1694e-08
 1.317979053504e+00   +5.466676446396e+00   -1.3580e-02   +6.9622e-05   +1.2760e-03   -5.1877e-05   -2.8983e-08
 1.319164198211e+00   +5.481537814411e+00   -1.3618e-02   +6.9700e-05   +1.2794e-03   -5.2039e-05   -2.6258e-08
 1.320350408617e+00   +5.496439404024e+00   -1.3656e-02   +6.9779e-05   +1.2829e-03   -5.2202e-05   -2.3517e-08
 1.321537685679e+00   +5.511381323916e+00   -1.3695e-02   +6.9858e-05   +1.2864e-03   -5.2365e-05   -2.0762e-08
 1.322726030356e+00   +5.526363683064e+00   -1.3733e-02   +6.9937e-05   +1.2899e-03   -5.2528e-05   -1.7992e-08
 1.323915443609e+00   +5.541386590739e+00   -1.3772e-02   +7.0016e-05   +1.2935e-03   -5.2692e-05   -1.5207e-08
 1.325105926399e+00   +5.556450156506e+00   -1.3810e-02   +7.0096e-05   +1.2970e-03   -5.2856e-05   -1.2406e-08
 1.326297479687e+00   +5.571554490228e+00   -1.3849e-02   +7.0175e-05   +1.3005e-03   -5.3021e-05   -9.5905e-09
 1.327490104437e+00   +5.586699702063e+00   -1.3888e-02   +7.0254e-05   +1.3041e-03   -5.3187e-05   -6.7597e-09
 1.328683801610e+00   +5.601885902466e+00   -1.3927e-02   +7.0334e-05   +1.3077e-03   -5.3353e-05   -3.9136e-09
 1.329878572172e+00   +5.617113202193e+00   -1.3966e-02   +7.0413e-05   +1.3112e-03   -5.3519e-05   -1.0521e-09
 1.331074417089e+00   +5.632381712296e+00   -1.4005e-02   +7.0492e-05   +1.3148e-03   -5.3686e-05   +1.8247e-09
 1.332271337325e+00   +5.647691544130e+00   -1.4044e-02   +7.0572e-05   +1.3184e-03   -5.3854e-05   +4.7171e-09
 1.333469333848e+00   +5.663042809347e+00   -1.4084e-02   +7.0652e-05   +1.3220e-03   -5.4022e-05   +7.6250e-09
 1.334668407626e+00   +5.678435619904e+00   -1.4123e-02   +7.0731e-05   +1.3256e-03   -5.4190e-05   +1.0548e-08
 1.335868559628e+00   +5.693870088059e+00   -1.4163e-02   +7.0811e-05   +1.3292e-03   -5.4359e-05   +1.3488e-08
 1.337069790822e+00   +5.709346326373e+00   -1.4202e-02   +7.0891e-05   +1.3329e-03   -5.4529e-05   +1.6442e-08
 1.338272102180e+00   +5.724864447710e+00   -1.4242e-02   +7.0971e-05   +1.3365e-03   -5.4699e-05   +1.9413e-08
 1.339475494673e+00   +5.740424565242e+00   -1.4282e-02   +7.1051e-05   +1.3401e-03   -5.4870e-05   +2.2400e-08
 1.340679969272e+00   +5.756026792444e+00   -1.4322e-02   +7.1131e-05   +1.3438e-03   -5.5041e-05   +2.5402e-08
 1.341885526952e+00   +5.771671243098e+00   -1.4362e-02   +7.1211e-05   +1.3475e-03   -5.5212e-05   +2.8420e-08
 1.343092168685e+00   +5.787358031293e+00   -1.4403e-02   +7.1291e-05   +1.3511e-03   -5.5384e-05   +3.1455e-08
 1.344299895448e+00   +5.803087271427e+00   -1.4443e-02   +7.1371e-05   +1.3548e-03   -5.5557e-05   +3.4505e-08
 1.345508708214e+00   +5.818859078206e+00   -1.4483e-02   +7.1452e-05   +1.3585e-03   -5.5730e-05   +3.7572e-08
 1.346718607961e+00   +5.834673566648e+00   -1.4524e-02   +7.1532e-05   +1.3622e-03   -5.5904e-05   +4.0655e-08
 1.347929595667e+00   +5.850530852077e+00   -1.4565e-02   +7.1613e-05   +1.3660e-03   -5.6079e-05   +4.3754e-08
 1.349141672309e+00   +5.866431050134e+00   -1.4606e-02   +7.1693e-05   +1.3697e-03   -5.6253e-05   +4.6870e-08
 1.350354838867e+00   +5.882374276769e+00   -1.4646e-02   +7.1774e-05   +1.3734e-03   -5.6429e-05   +5.0002e-08
 1.351569096321e+00   +5.898360648245e+00   -1.4687e-02   +7.1854e-05   +1.3772e-03   -5.6605e-05   +5.3150e-08
 1.352784445652e+00   +5.914390281141e+00   -1.4729e-02   +7.1935e-05   +1.3809e-03   -5.6781e-05   +5.6316e-08
 1.354000887842e+00   +5.930463292349e+00   -1.4770e-02   +7.2016e-05   +1.3847e-03   -5.6958e-05   +5.9497e-08
 1.355218423873e+00   +5.946579799077e+00   -1.4811e-02   +7.2097e-05   +1.3885e-03   -5.7136e-05   +6.2696e-08
 1.356437054729e+00   +5.962739918851e+00   -1.4853e-02   +7.2178e-05   +1.3923e-03   -5.7314e-05   +6.5911e-08
 1.357656781394e+00   +5.978943769513e+00   -1.4894e-02   +7.2259e-05   +1.3961e-03   -5.7492e-05   +6.9143e-08
 1.358877604854e+00   +5.995191469224e+00   -1.4936e-02   +7.2340e-05   +1.3999e-03   -5.7671e-05   +7.2392e-08
 1.360099526095e+00   +6.011483136462e+00   -1.4978e-02   +7.2421e-05   +1.4037e-03   -5.7851e-05   +7.5658e-08
 1.361322546105e+00   +6.027818890029e+00   -1.5020e-02   +7.2502e-05   +1.4076e-03   -5.8031e-05   +7.8941e-08
 1.362546665870e+00   +6.044198849044e+00   -1.5062e-02   +7.2583e-05   +1.4114e-03   -5.8212e-05   +8.2241e-08
 1.363771886381e+00   +6.060623132950e+00   -1.5104e-02   +7.2665e-05   +1.4152e-03   -5.8394e-05   +8.5558e-08
 1.364998208627e+00   +6.077091861512e+00   -1.5146e-02   +7.2746e-05   +1.4191e-03   -5.8575e-05   +8.8893e-08
 1.366225633598e+00   +6.093605154818e+00   -1.5189e-02   +7.2827e-05   +1.4230e-03   -5.8758e-05   +9.2244e-08
 1.367454162287e+00   +6.110163133280e+00   -1.5231e-02   +7.2909e-05   +1.4269e-03   -5.8941e-05   +9.5613e-08
 1.368683795685e+00   +6.126765917637e+00   -1.5274e-02   +7.2991e-05   +1.4308e-03   -5.9124e-05   +9.9000e-08
 1.369914534787e+00   +6.143413628952e+00   -1.5317e-02   +7.3072e-05   +1.4347e-03   -5.9309e-05   +1.0240e-07
 1.371146380586e+00   +6.160106388616e+00   -1.5360e-02   +7.3154e-05   +1.4386e-03   -5.9493e-05   +1.0583e-07
 1.372379334077e+00   +6.176844318348e+00   -1.5403e-02   +7.3236e-05   +1.4425e-03   -5.9679e-05   +1.0927e-07
 1.373613396257e+00   +6.193627540195e+00   -1.5446e-02   +7.3318e-05   +1.4464e-03   -5.9865e-05   +1.1272e-07
 1.374848568123e+00   +6.210456176535e+00   -1.5489e-02   +7.3400e-05   +1.4504e-03   -6.0051e-05   +1.1620e-07
 1.376084850671e+00   +6.227330350075e+00   -1.5532e-02   +7.3482e-05   +1.4543e-03   -6.0238e-05   +1.1969e-07
 1.377322244902e+00   +6.244250183854e+00   -1.5576e-02   +7.3564e-05   +1.4583e-03   -6.0425e-05   +1.2320e-07
 1.378560751815e+00   +6.261215801243e+00   -1.5619e-02   +7.3646e-05   +1.4623e-03   -6.0614e-05   +1.2673e-07
 1.379800372410e+00   +6.278227325947e+00   -1.5663e-02   +7.3728e-05   +1.4663e-03   -6.0802e-05   +1.3028e-07
 1.381041107688e+00   +6.295284882004e+00   -1.5707e-02   +7.3810e-05   +1.4703e-03   -6.0992e-05   +1.3384e-07
 1.382282958653e+00   +6.312388593787e+00   -1.5751e-02   +7.3893e-05   +1.4743e-03   -6.1182e-05   +1.3742e-07
 1.383525926307e+00   +6.329538586007e+00   -1.5795e-02   +7.3975e-05   +1.4783e-03   -6.1372e-05   +1.4103e-07
 1.384770011654e+00   +6.346734983709e+00   -1.5839e-02   +7.4058e-05   +1.4823e-03   -6.1563e-05   +1.4465e-07
 1.386015215700e+00   +6.363977912278e+00   -1.5883e-02   +7.4140e-05   +1.4864e-03   -6.1755e-05   +1.4828e-07
 1.387261539451e+00   +6.381267497435e+00   -1.5928e-02   +7.4223e-05   +1.4904e-03   -6.1947e-05   +1.5194e-07
 1.388508983912e+00   +6.398603865243e+00   -1.5972e-02   +7.4306e-05   +1.4945e-03   -6.2140e-05   +1.5562e-07
 1.389757550093e+00   +6.415987142105e+00   -1.6017e-02   +7.4389e-05   +1.4986e-03   -6.2333e-05   +1.5931e-07
 1.391007239001e+00   +6.433417454764e+00   -1.6062e-02   +7.4471e-05   +1.5027e-03   -6.2527e-05   +1.6302e-07
 1.392258051647e+00   +6.450894930306e+00   -1.6107e-02   +7.4554e-05   +1.5068e-03   -6.2722e-05   +1.6675e-07
 1.393509989040e+00   +6.468419696162e+00   -1.6152e-02   +7.4637e-05   +1.5109e-03   -6.2917e-05   +1.7050e-07
 1.394763052193e+00   +6.485991880105e+00   -1.6197e-02   +7.4720e-05   +1.5150e-03   -6.3112e-05   +1.7427e-07
 1.396017242117e+00   +6.503611610253e+00   -1.6242e-02   +7.4803e-05   +1.5191e-03   -6.3309e-05   +1.7806e-07
 1.397272559825e+00   +6.521279015071e+00   -1.6288e-02   +7.4887e-05   +1.5233e-03   -6.3506e-05   +1.8187e-07
 1.398529006333e+00   +6.538994223371e+00   -1.6333e-02   +7.4970e-05   +1.5275e-03   -6.3703e-05   +1.8569e-07
 1.399786582654e+00   +6.556757364312e+00   -1.6379e-02   +7.5053e-05   +1.5316e-03   -6.3901e-05   +1.8954e-07
 1.401045289805e+00   +6.574568567403e+00   -1.6425e-02   +7.5137e-05   +1.5358e-03   -6.4100e-05   +1.9341e-07
 1.402305128802e+00   +6.592427962501e+00   -1.6471e-02   +7.5220e-05   +1.5400e-03   -6.4299e-05   +1.9729e-07
 1.403566100664e+00   +6.610335679816e+00   -1.6517e-02   +7.5304e-05   +1.5442e-03   -6.4500e-05   +2.0119e-07
 1.404828206409e+00   +6.628291849907e+00   -1.6563e-02   +7.5387e-05   +1.5484e-03   -6.4700e-05   +2.0512e-07
 1.406091447057e+00   +6.646296603689e+00   -1.6609e-02   +7.5471e-05   +1.5526e-03   -6.4901e-05   +2.0906e-07
 1.407355823628e+00   +6.664350072427e+00   -1.6656e-02   +7.5555e-05   +1.5569e-03   -6.5103e-05   +2.1302e-07
 1.408621337143e+00   +6.682452387743e+00   -1.6702e-02   +7.5639e-05   +1.5611e-03   -6.5305e-05   +2.1701e-07
 1.409887988626e+00   +6.700603681614e+00   -1.6749e-02   +7.5722e-05   +1.5654e-03   -6.5509e-05   +2.2101e-07
 1.411155779099e+00   +6.718804086371e+00   -1.6796e-02   +7.5806e-05   +1.5696e-03   -6.5712e-05   +2.2503e-07
 1.412424709586e+00   +6.737053734706e+00   -1.6842e-02   +7.5891e-05   +1.5739e-03   -6.5917e-05   +2.2908e-07
 1.413694781113e+00   +6.755352759668e+00   -1.6890e-02   +7.5975e-05   +1.5782e-03   -6.6121e-05   +2.3314e-07
 1.414965994705e+00   +6.773701294664e+00   -1.6937e-02   +7.6059e-05   +1.5825e-03   -6.6327e-05   +2.3722e-07
 1.416238351390e+00   +6.792099473464e+00   -1.6984e-02   +7.6143e-05   +1.5868e-03   -6.6533e-05   +2.4132e-07
 1.417511852195e+00   +6.810547430195e+00   -1.7032e-02   +7.6227e-05   +1.5911e-03   -6.6740e-05   +2.4545e-07
 1.418786498150e+00   +6.829045299351e+00   -1.7079e-02   +7.6312e-05   +1.5955e-03   -6.6947e-05   +2.4959e-07
 1.420062290283e+00   +6.847593215787e+00   -1.7127e-02   +7.6396e-05   +1.5998e-03   -6.7155e-05   +2.5376e-07
 1.421339229627e+00   +6.866191314722e+00   -1.7175e-02   +7.6481e-05   +1.6042e-03   -6.7364e-05   +2.5794e-07
 1.422617317211e+00   +6.884839731740e+00   -1.7223e-02   +7.6566e-05   +1.6086e-03   -6.7574e-05   +2.6215e-07
 1.423896554069e+00   +6.903538602791e+00   -1.7271e-02   +7.6650e-05   +1.6130e-03   -6.7784e-05   +2.6637e-07
 1.425176941235e+00   +6.922288064195e+00   -1.7319e-02   +7.6735e-05   +1.6174e-03   -6.7994e-05   +2.7062e-07
 1.426458479742e+00   +6.941088252636e+00   -1.7367e-02   +7.6820e-05   +1.6218e-03   -6.8205e-05   +2.7489e-07
 1.427741170626e+00   +6.959939305170e+00   -1.7416e-02   +7.6905e-05   +1.6262e-03   -6.8417e-05   +2.7918e-07
 1.429025014923e+00   +6.978841359223e+00   -1.7465e-02   +7.6990e-05   +1.6306e-03   -6.8630e-05   +2.8349e-07
 1.430310013670e+00   +6.997794552589e+00   -1.7513e-02   +7.7075e-05   +1.6351e-03   -6.8843e-05   +2.8782e-07
 1.431596167906e+00   +7.016799023439e+00   -1.7562e-02   +7.7160e-05   +1.6395e-03   -6.9057e-05   +2.9217e-07
 1.432883478669e+00   +7.035854910313e+00   -1.7611e-02   +7.7245e-05   +1.6440e-03   -6.9271e-05   +2.9655e-07
 1.434171946999e+00   +7.054962352128e+00   -1.7660e-02   +7.7330e-05   +1.6485e-03   -6.9487e-05   +3.0094e-07
 1.435461573938e+00   +7.074121488174e+00   -1.7710e-02   +7.7416e-05   +1.6530e-03   -6.9702e-05   +3.0536e-07
 1.436752360527e+00   +7.093332458119e+00   -1.7759e-02   +7.7501e-05   +1.6575e-03   -6.9919e-05   +3.0980e-07
 1.438044307808e+00   +7.112595402006e+00   -1.7809e-02   +7.7586e-05   +1.6620e-03   -7.0136e-05   +3.1426e-07
 1.439337416827e+00   +7.131910460259e+00   -1.7858e-02   +7.7672e-05   +1.6665e-03   -7.0354e-05   +3.1874e-07
 1.440631688626e+00   +7.151277773680e+00   -1.7908e-02   +7.7758e-05   +1.6711e-03   -7.0572e-05   +3.2324e-07
 1.441927124252e+00   +7.170697483450e+00   -1.7958e-02   +7.7843e-05   +1.6756e-03   -7.0791e-05   +3.2777e-07
 1.443223724752e+00   +7.190169731133e+00   -1.8008e-02   +7.7929e-05   +1.6802e-03   -7.1011e-05   +3.3232e-07
 1.444521491172e+00   +7.209694658674e+00   -1.8059e-02   +7.8015e-05   +1.6848e-03   -7.1232e-05   +3.3689e-07
 1.445820424562e+00   +7.229272408402e+00   -1.8109e-02   +7.8101e-05   +1.6894e-03   -7.1453e-05   +3.4148e-07
 1.447120525970e+00   +7.248903123031e+00   -1.8160e-02   +7.8187e-05   +1.6940e-03   -7.1675e-05   +3.4609e-07
 1.448421796448e+00   +7.268586945660e+00   -1.8210e-02   +7.8273e-05   +1.6986e-03   -7.1897e-05   +3.5073e-07
 1.449724237045e+00   +7.288324019774e+00   -1.8261e-02   +7.8359e-05   +1.7032e-03   -7.2120e-05   +3.5538e-07
 1.451027848814e+00   +7.308114489245e+00   -1.8312e-02   +7.8445e-05   +1.7079e-03   -7.2344e-05   +3.6007e-07
 1.452332632809e+00   +7.327958498335e+00   -1.8363e-02   +7.8531e-05   +1.7125e-03   -7.2569e-05   +3.6477e-07
 1.453638590084e+00   +7.347856191695e+00   -1.8414e-02   +7.8618e-05   +1.7172e-03   -7.2794e-05   +3.6950e-07
 1.454945721693e+00   +7.367807714367e+00   -1.8466e-02   +7.8704e-05   +1.7219e-03   -7.3020e-05   +3.7425e-07
 1.456254028693e+00   +7.387813211783e+00   -1.8517e-02   +7.8791e-05   +1.7266e-03   -7.3246e-05   +3.7902e-07
 1.457563512140e+00   +7.407872829770e+00   -1.8569e-02   +7.8877e-05   +1.7313e-03   -7.3474e-05   +3.8381e-07
 1.458874173093e+00   +7.427986714548e+00   -1.8621e-02   +7.8964e-05   +1.7360e-03   -7.3702e-05   +3.8863e-07
 1.460186012609e+00   +7.448155012730e+00   -1.8673e-02   +7.9051e-05   +1.7407e-03   -7.3930e-05   +3.9347e-07
 1.461499031750e+00   +7.468377871329e+00   -1.8725e-02   +7.9137e-05   +1.7455e-03   -7.4160e-05   +3.9834e-07
 1.462813231575e+00   +7.488655437752e+00   -1.8777e-02   +7.9224e-05   +1.7502e-03   -7.4390e-05   +4.0323e-07
 1.464128613147e+00   +7.508987859804e+00   -1.8829e-02   +7.9311e-05   +1.7550e-03   -7.4621e-05   +4.0814e-07
 1.465445177527e+00   +7.529375285691e+00   -1.8882e-02   +7.9398e-05   +1.7598e-03   -7.4852e-05   +4.1307e-07
 1.466762925781e+00   +7.549817864017e+00   -1.8935e-02   +7.9485e-05   +1.7646e-03   -7.5084e-05   +4.1803e-07
 1.468081858971e+00   +7.570315743790e+00   -1.8987e-02   +7.9572e-05   +1.7694e-03   -7.5317e-05   +4.2301e-07
 1.469401978164e+00   +7.590869074418e+00   -1.9040e-02   +7.9660e-05   +1.7742e-03   -7.5551e-05   +4.2802e-07
 1.470723284427e+00   +7.611478005714e+00   -1.9093e-02   +7.9747e-05   +1.7790e-03   -7.5785e-05   +4.3305e-07
 1.472045778826e+00   +7.632142687895e+00   -1.9147e-02   +7.9834e-05   +1.7839e-03   -7.6020e-05   +4.3810e-07
 1.473369462429e+00   +7.652863271584e+00   -1.9200e-02   +7.9922e-05   +1.7887e-03   -7.6256e-05   +4.4318e-07
 1.474694336308e+00   +7.673639907809e+00   -1.9254e-02   +8.0009e-05   +1.7936e-03   -7.6492e-05   +4.4828e-07
 1.476020401530e+00   +7.694472748010e+00   -1.9307e-02   +8.0097e-05   +1.7985e-03   -7.6729e-05   +4.5341e-07
 1.477347659169e+00   +7.715361944031e+00   -1.9361e-02   +8.0184e-05   +1.8034e-03   -7.6967e-05   +4.5856e-07
 1.478676110296e+00   +7.736307648129e+00   -1.9415e-02   +8.0272e-05   +1.8083e-03   -7.7206e-05   +4.6373e-07
 1.480005755984e+00   +7.757310012973e+00   -1.9469e-02   +8.0360e-05   +1.8133e-03   -7.7445e-05   +4.6893e-07
 1.481336597308e+00   +7.778369191641e+00   -1.9523e-02   +8.0448e-05   +1.8182e-03   -7.7685e-05   +4.7415e-07
 1.482668635342e+00   +7.799485337628e+00   -1.9578e-02   +8.0536e-05   +1.8231e-03   -7.7926e-05   +4.7940e-07
 1.484001871163e+00   +7.820658604841e+00   -1.9633e-02   +8.0624e-05   +1.8281e-03   -7.8168e-05   +4.8467e-07
 1.485336305848e+00   +7.841889147603e+00   -1.9687e-02   +8.0712e-05   +1.8331e-03   -7.8410e-05   +4.8997e-07
 1.486671940475e+00   +7.863177120656e+00   -1.9742e-02   +8.0800e-05   +1.8381e-03   -7.8653e-05   +4.9529e-07
 1.488008776122e+00   +7.884522679156e+00   -1.9797e-02   +8.0888e-05   +1.8431e-03   -7.8897e-05   +5.0064e-07
 1.489346813870e+00   +7.905925978683e+00   -1.9852e-02   +8.0977e-05   +1.8481e-03   -7.9142e-05   +5.0602e-07
 1.490686054800e+00   +7.927387175231e+00   -1.9908e-02   +8.1065e-05   +1.8532e-03   -7.9387e-05   +5.1141e-07
 1.492026499994e+00   +7.948906425222e+00   -1.9963e-02   +8.1154e-05   +1.8582e-03   -7.9633e-05   +5.1684e-07
 1.493368150535e+00   +7.970483885494e+00   -2.0019e-02   +8.1242e-05   +1.8633e-03   -7.9880e-05   +5.2229e-07
 1.494711007505e+00   +7.992119713314e+00   -2.0074e-02   +8.1331e-05   +1.8683e-03   -8.0127e-05   +5.2776e-07
 1.496055071991e+00   +8.013814066371e+00   -2.0130e-02   +8.1419e-05   +1.8734e-03   -8.0375e-05   +5.3326e-07
 1.497400345078e+00   +8.035567102779e+00   -2.0186e-02   +8.1508e-05   +1.8785e-03   -8.0624e-05   +5.3879e-07
 1.498746827853e+00   +8.057378981081e+00   -2.0243e-02   +8.1597e-05   +1.8837e-03   -8.0874e-05   +5.4434e-07
 1.500094521404e+00   +8.079249860247e+00   -2.0299e-02   +8.1686e-05   +1.8888e-03   -8.1125e-05   +5.4992e-07
 1.501443426819e+00   +8.101179899677e+00   -2.0356e-02   +8.1775e-05   +1.8939e-03   -8.1376e-05   +5.5552e-07
 1.502793545188e+00   +8.123169259202e+00   -2.0412e-02   +8.1864e-05   +1.8991e-03   -8.1628e-05   +5.6115e-07
 1.504144877602e+00   +8.145218099082e+00   -2.0469e-02   +8.1953e-05   +1.9043e-03   -8.1881e-05   +5.6681e-07
 1.505497425153e+00   +8.167326580014e+00   -2.0526e-02   +8.2043e-05   +1.9095e-03   -8.2134e-05   +5.7249e-07
 1.506851188932e+00   +8.189494863124e+00   -2.0584e-02   +8.2132e-05   +1.9147e-03   -8.2389e-05   +5.7820e-07
 1.508206170035e+00   +8.211723109978e+00   -2.0641e-02   +8.2221e-05   +1.9199e-03   -8.2644e-05   +5.8394e-07
 1.509562369554e+00   +8.234011482574e+00   -2.0698e-02   +8.2311e-05   +1.9251e-03   -8.2900e-05   +5.8970e-07
 1.510919788587e+00   +8.256360143351e+00   -2.0756e-02   +8.2400e-05   +1.9303e-03   -8.3157e-05   +5.9549e-07
 1.512278428230e+00   +8.278769255185e+00   -2.0814e-02   +8.2490e-05   +1.9356e-03   -8.3414e-05   +6.0131e-07
 1.513638289580e+00   +8.301238981392e+00   -2.0872e-02   +8.2579e-05   +1.9409e-03   -8.3672e-05   +6.0715e-07
 1.514999373736e+00   +8.323769485729e+00   -2.0930e-02   +8.2669e-05   +1.9462e-03   -8.3931e-05   +6.1302e-07
 1.516361681797e+00   +8.346360932396e+00   -2.0988e-02   +8.2759e-05   +1.9515e-03   -8.4191e-05   +6.1892e-07
 1.517725214864e+00   +8.369013486035e+00   -2.1046e-02   +8.2849e-05   +1.9568e-03   -8.4452e-05   +6.2484e-07
 1.519089974038e+00   +8.391727311733e+00   -2.1105e-02   +8.2939e-05   +1.9621e-03   -8.4713e-05   +6.3079e-07
 1.520455960423e+00   +8.414502575025e+00   -2.1164e-02   +8.3029e-05   +1.9674e-03   -8.4975e-05   +6.3677e-07
 1.521823175121e+00   +8.437339441890e+00   -2.1223e-02   +8.3119e-05   +1.9728e-03   -8.5238e-05   +6.4278e-07
 1.523191619237e+00   +8.460238078757e+00   -2.1282e-02   +8.3209e-05   +1.9782e-03   -8.5502e-05   +6.4881e-07
 1.524561293877e+00   +8.483198652504e+00   -2.1341e-02   +8.3299e-05   +1.9836e-03   -8.5767e-05   +6.5488e-07
 1.525932200147e+00   +8.506221330460e+00   -2.1400e-02   +8.3390e-05   +1.9890e-03   -8.6032e-05   +6.6097e-07
 1.527304339155e+00   +8.529306280406e+00   -2.1460e-02   +8.3480e-05   +1.9944e-03   -8.6299e-05   +6.6709e-07
 1.528677712008e+00   +8.552453670574e+00   -2.1520e-02   +8.3571e-05   +1.9998e-03   -8.6566e-05   +6.7323e-07
 1.530052319817e+00   +8.575663669654e+00   -2.1580e-02   +8.3661e-05   +2.0053e-03   -8.6834e-05   +6.7941e-07
 1.531428163692e+00   +8.598936446788e+00   -2.1640e-02   +8.3752e-05   +2.0107e-03   -8.7102e-05   +6.8561e-07
 1.532805244745e+00   +8.622272171577e+00   -2.1700e-02   +8.3843e-05   +2.0162e-03   -8.7372e-05   +6.9184e-07
 1.534183564088e+00   +8.645671014080e+00   -2.1760e-02   +8.3934e-05   +2.0217e-03   -8.7642e-05   +6.9810e-07
 1.535563122834e+00   +8.669133144814e+00   -2.1821e-02   +8.4025e-05   +2.0272e-03   -8.7913e-05   +7.0439e-07
 1.536943922098e+00   +8.692658734757e+00   -2.1882e-02   +8.4115e-05   +2.0327e-03   -8.8185e-05   +7.1071e-07
 1.538325962996e+00   +8.716247955349e+00   -2.1943e-02   +8.4206e-05   +2.0383e-03   -8.8458e-05   +7.1705e-07
 1.539709246644e+00   +8.739900978494e+00   -2.2004e-02   +8.4298e-05   +2.0438e-03   -8.8731e-05   +7.2343e-07
 1.541093774159e+00   +8.763617976557e+00   -2.2065e-02   +8.4389e-05   +2.0494e-03   -8.9006e-05   +7.2983e-07
