# second T derivative of pressure for QED , [d2p^{(n)}/dT2] = MeV^2 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   d2p^{(0)}/dT2,   d2p^{(2)non-log}/dT2,   d2p^{(2)log}/dT2,   d2p^{(3)}/dT2,   d2p^{(4)}/dT2,   d2p^{(5)}/dT2
 2.463310043659e-01   +2.802763027673e-02   -6.4446e-04   +3.0043e-05   +8.2280e-05   -1.8279e-06   -3.3844e-07
 2.465525085585e-01   +2.811406849556e-02   -6.4619e-04   +3.0100e-05   +8.2471e-05   -1.8320e-06   -3.3887e-07
 2.467742119306e-01   +2.820076000988e-02   -6.4792e-04   +3.0156e-05   +8.2663e-05   -1.8360e-06   -3.3930e-07
 2.469961146614e-01   +2.828770552519e-02   -6.4965e-04   +3.0213e-05   +8.2855e-05   -1.8401e-06   -3.3973e-07
 2.472182169301e-01   +2.837490574891e-02   -6.5139e-04   +3.0269e-05   +8.3047e-05   -1.8442e-06   -3.4016e-07
 2.474405189163e-01   +2.846236139037e-02   -6.5313e-04   +3.0326e-05   +8.3240e-05   -1.8483e-06   -3.4059e-07
 2.476630207994e-01   +2.855007316081e-02   -6.5488e-04   +3.0382e-05   +8.3433e-05   -1.8524e-06   -3.4102e-07
 2.478857227592e-01   +2.863804177341e-02   -6.5662e-04   +3.0439e-05   +8.3626e-05   -1.8565e-06   -3.4145e-07
 2.481086249757e-01   +2.872626794325e-02   -6.5838e-04   +3.0496e-05   +8.3820e-05   -1.8607e-06   -3.4188e-07
 2.483317276289e-01   +2.881475238737e-02   -6.6014e-04   +3.0552e-05   +8.4014e-05   -1.8648e-06   -3.4231e-07
 2.485550308990e-01   +2.890349582474e-02   -6.6190e-04   +3.0609e-05   +8.4208e-05   -1.8689e-06   -3.4274e-07
 2.487785349664e-01   +2.899249897628e-02   -6.6366e-04   +3.0665e-05   +8.4403e-05   -1.8731e-06   -3.4317e-07
 2.490022400118e-01   +2.908176256483e-02   -6.6543e-04   +3.0722e-05   +8.4598e-05   -1.8773e-06   -3.4360e-07
 2.492261462158e-01   +2.917128731522e-02   -6.6720e-04   +3.0778e-05   +8.4793e-05   -1.8815e-06   -3.4403e-07
 2.494502537593e-01   +2.926107395422e-02   -6.6898e-04   +3.0835e-05   +8.4989e-05   -1.8857e-06   -3.4446e-07
 2.496745628233e-01   +2.935112321058e-02   -6.7076e-04   +3.0892e-05   +8.5185e-05   -1.8899e-06   -3.4489e-07
 2.498990735891e-01   +2.944143581500e-02   -6.7255e-04   +3.0948e-05   +8.5381e-05   -1.8941e-06   -3.4532e-07
 2.501237862381e-01   +2.953201250018e-02   -6.7433e-04   +3.1005e-05   +8.5578e-05   -1.8983e-06   -3.4575e-07
 2.503487009517e-01   +2.962285400078e-02   -6.7613e-04   +3.1062e-05   +8.5775e-05   -1.9025e-06   -3.4619e-07
 2.505738179117e-01   +2.971396105344e-02   -6.7792e-04   +3.1118e-05   +8.5973e-05   -1.9068e-06   -3.4662e-07
 2.507991372999e-01   +2.980533439683e-02   -6.7972e-04   +3.1175e-05   +8.6170e-05   -1.9111e-06   -3.4705e-07
 2.510246592984e-01   +2.989697477159e-02   -6.8153e-04   +3.1231e-05   +8.6369e-05   -1.9153e-06   -3.4748e-07
 2.512503840893e-01   +2.998888292034e-02   -6.8334e-04   +3.1288e-05   +8.6567e-05   -1.9196e-06   -3.4791e-07
 2.514763118550e-01   +3.008105958776e-02   -6.8515e-04   +3.1345e-05   +8.6766e-05   -1.9239e-06   -3.4835e-07
 2.517024427781e-01   +3.017350552051e-02   -6.8696e-04   +3.1401e-05   +8.6965e-05   -1.9282e-06   -3.4878e-07
 2.519287770412e-01   +3.026622146726e-02   -6.8879e-04   +3.1458e-05   +8.7165e-05   -1.9325e-06   -3.4921e-07
 2.521553148271e-01   +3.035920817874e-02   -6.9061e-04   +3.1514e-05   +8.7364e-05   -1.9368e-06   -3.4965e-07
 2.523820563189e-01   +3.045246640768e-02   -6.9244e-04   +3.1571e-05   +8.7565e-05   -1.9412e-06   -3.5008e-07
 2.526090016997e-01   +3.054599690885e-02   -6.9427e-04   +3.1628e-05   +8.7765e-05   -1.9455e-06   -3.5052e-07
 2.528361511529e-01   +3.063980043907e-02   -6.9611e-04   +3.1684e-05   +8.7966e-05   -1.9499e-06   -3.5095e-07
 2.530635048620e-01   +3.073387775720e-02   -6.9795e-04   +3.1741e-05   +8.8168e-05   -1.9543e-06   -3.5138e-07
 2.532910630106e-01   +3.082822962415e-02   -6.9979e-04   +3.1798e-05   +8.8369e-05   -1.9586e-06   -3.5182e-07
 2.535188257826e-01   +3.092285680289e-02   -7.0164e-04   +3.1854e-05   +8.8571e-05   -1.9631e-06   -3.5225e-07
 2.537467933620e-01   +3.101776005845e-02   -7.0349e-04   +3.1911e-05   +8.8774e-05   -1.9675e-06   -3.5269e-07
 2.539749659329e-01   +3.111294015794e-02   -7.0535e-04   +3.1968e-05   +8.8977e-05   -1.9719e-06   -3.5312e-07
 2.542033436797e-01   +3.120839787053e-02   -7.0721e-04   +3.2024e-05   +8.9180e-05   -1.9763e-06   -3.5356e-07
 2.544319267869e-01   +3.130413396747e-02   -7.0907e-04   +3.2081e-05   +8.9383e-05   -1.9807e-06   -3.5399e-07
 2.546607154392e-01   +3.140014922211e-02   -7.1094e-04   +3.2138e-05   +8.9587e-05   -1.9852e-06   -3.5443e-07
 2.548897098213e-01   +3.149644440987e-02   -7.1281e-04   +3.2194e-05   +8.9791e-05   -1.9897e-06   -3.5486e-07
 2.551189101183e-01   +3.159302030828e-02   -7.1469e-04   +3.2251e-05   +8.9996e-05   -1.9941e-06   -3.5530e-07
 2.553483165153e-01   +3.168987769697e-02   -7.1657e-04   +3.2307e-05   +9.0201e-05   -1.9986e-06   -3.5574e-07
 2.555779291977e-01   +3.178701735768e-02   -7.1846e-04   +3.2364e-05   +9.0406e-05   -2.0031e-06   -3.5617e-07
 2.558077483509e-01   +3.188444007425e-02   -7.2035e-04   +3.2421e-05   +9.0612e-05   -2.0076e-06   -3.5661e-07
 2.560377741606e-01   +3.198214663266e-02   -7.2224e-04   +3.2477e-05   +9.0818e-05   -2.0122e-06   -3.5704e-07
 2.562680068127e-01   +3.208013782101e-02   -7.2414e-04   +3.2534e-05   +9.1024e-05   -2.0167e-06   -3.5748e-07
 2.564984464931e-01   +3.217841442951e-02   -7.2604e-04   +3.2591e-05   +9.1231e-05   -2.0212e-06   -3.5792e-07
 2.567290933880e-01   +3.227697725053e-02   -7.2795e-04   +3.2647e-05   +9.1438e-05   -2.0258e-06   -3.5835e-07
 2.569599476837e-01   +3.237582707857e-02   -7.2986e-04   +3.2704e-05   +9.1645e-05   -2.0304e-06   -3.5879e-07
 2.571910095668e-01   +3.247496471029e-02   -7.3177e-04   +3.2760e-05   +9.1853e-05   -2.0349e-06   -3.5923e-07
 2.574222792238e-01   +3.257439094449e-02   -7.3369e-04   +3.2817e-05   +9.2061e-05   -2.0395e-06   -3.5967e-07
 2.576537568417e-01   +3.267410658213e-02   -7.3561e-04   +3.2874e-05   +9.2270e-05   -2.0442e-06   -3.6010e-07
 2.578854426074e-01   +3.277411242635e-02   -7.3754e-04   +3.2930e-05   +9.2479e-05   -2.0488e-06   -3.6054e-07
 2.581173367080e-01   +3.287440928246e-02   -7.3947e-04   +3.2987e-05   +9.2688e-05   -2.0534e-06   -3.6098e-07
 2.583494393311e-01   +3.297499795792e-02   -7.4140e-04   +3.3043e-05   +9.2898e-05   -2.0580e-06   -3.6142e-07
 2.585817506639e-01   +3.307587926240e-02   -7.4334e-04   +3.3100e-05   +9.3108e-05   -2.0627e-06   -3.6186e-07
 2.588142708943e-01   +3.317705400776e-02   -7.4529e-04   +3.3157e-05   +9.3318e-05   -2.0674e-06   -3.6230e-07
 2.590470002100e-01   +3.327852300805e-02   -7.4723e-04   +3.3213e-05   +9.3529e-05   -2.0720e-06   -3.6273e-07
 2.592799387991e-01   +3.338028707950e-02   -7.4919e-04   +3.3270e-05   +9.3740e-05   -2.0767e-06   -3.6317e-07
 2.595130868497e-01   +3.348234704057e-02   -7.5114e-04   +3.3326e-05   +9.3952e-05   -2.0814e-06   -3.6361e-07
 2.597464445503e-01   +3.358470371194e-02   -7.5310e-04   +3.3383e-05   +9.4164e-05   -2.0861e-06   -3.6405e-07
 2.599800120893e-01   +3.368735791648e-02   -7.5507e-04   +3.3439e-05   +9.4376e-05   -2.0909e-06   -3.6449e-07
 2.602137896553e-01   +3.379031047931e-02   -7.5704e-04   +3.3496e-05   +9.4589e-05   -2.0956e-06   -3.6493e-07
 2.604477774374e-01   +3.389356222778e-02   -7.5901e-04   +3.3553e-05   +9.4802e-05   -2.1004e-06   -3.6537e-07
 2.606819756244e-01   +3.399711399145e-02   -7.6099e-04   +3.3609e-05   +9.5015e-05   -2.1051e-06   -3.6581e-07
 2.609163844057e-01   +3.410096660215e-02   -7.6297e-04   +3.3666e-05   +9.5229e-05   -2.1099e-06   -3.6625e-07
 2.611510039705e-01   +3.420512089395e-02   -7.6495e-04   +3.3722e-05   +9.5443e-05   -2.1147e-06   -3.6669e-07
 2.613858345084e-01   +3.430957770318e-02   -7.6694e-04   +3.3779e-05   +9.5658e-05   -2.1195e-06   -3.6713e-07
 2.616208762091e-01   +3.441433786841e-02   -7.6894e-04   +3.3835e-05   +9.5873e-05   -2.1243e-06   -3.6757e-07
 2.618561292626e-01   +3.451940223052e-02   -7.7094e-04   +3.3892e-05   +9.6088e-05   -2.1292e-06   -3.6802e-07
 2.620915938588e-01   +3.462477163262e-02   -7.7294e-04   +3.3948e-05   +9.6303e-05   -2.1340e-06   -3.6846e-07
 2.623272701879e-01   +3.473044692012e-02   -7.7495e-04   +3.4005e-05   +9.6519e-05   -2.1388e-06   -3.6890e-07
 2.625631584404e-01   +3.483642894071e-02   -7.7696e-04   +3.4061e-05   +9.6736e-05   -2.1437e-06   -3.6934e-07
 2.627992588069e-01   +3.494271854438e-02   -7.7898e-04   +3.4117e-05   +9.6953e-05   -2.1486e-06   -3.6978e-07
 2.630355714780e-01   +3.504931658340e-02   -7.8100e-04   +3.4174e-05   +9.7170e-05   -2.1535e-06   -3.7022e-07
 2.632720966447e-01   +3.515622391237e-02   -7.8302e-04   +3.4230e-05   +9.7387e-05   -2.1584e-06   -3.7066e-07
 2.635088344980e-01   +3.526344138819e-02   -7.8505e-04   +3.4287e-05   +9.7605e-05   -2.1633e-06   -3.7111e-07
 2.637457852292e-01   +3.537096987006e-02   -7.8709e-04   +3.4343e-05   +9.7824e-05   -2.1682e-06   -3.7155e-07
 2.639829490298e-01   +3.547881021952e-02   -7.8912e-04   +3.4400e-05   +9.8042e-05   -2.1732e-06   -3.7199e-07
 2.642203260912e-01   +3.558696330044e-02   -7.9117e-04   +3.4456e-05   +9.8261e-05   -2.1781e-06   -3.7243e-07
 2.644579166054e-01   +3.569542997902e-02   -7.9321e-04   +3.4512e-05   +9.8481e-05   -2.1831e-06   -3.7288e-07
 2.646957207642e-01   +3.580421112381e-02   -7.9526e-04   +3.4569e-05   +9.8701e-05   -2.1881e-06   -3.7332e-07
 2.649337387597e-01   +3.591330760569e-02   -7.9732e-04   +3.4625e-05   +9.8921e-05   -2.1931e-06   -3.7376e-07
 2.651719707842e-01   +3.602272029792e-02   -7.9938e-04   +3.4682e-05   +9.9142e-05   -2.1981e-06   -3.7421e-07
 2.654104170302e-01   +3.613245007609e-02   -8.0145e-04   +3.4738e-05   +9.9363e-05   -2.2031e-06   -3.7465e-07
 2.656490776904e-01   +3.624249781819e-02   -8.0351e-04   +3.4794e-05   +9.9584e-05   -2.2081e-06   -3.7509e-07
 2.658879529574e-01   +3.635286440457e-02   -8.0559e-04   +3.4851e-05   +9.9806e-05   -2.2132e-06   -3.7554e-07
 2.661270430243e-01   +3.646355071794e-02   -8.0767e-04   +3.4907e-05   +1.0003e-04   -2.2182e-06   -3.7598e-07
 2.663663480843e-01   +3.657455764344e-02   -8.0975e-04   +3.4963e-05   +1.0025e-04   -2.2233e-06   -3.7643e-07
 2.666058683307e-01   +3.668588606856e-02   -8.1184e-04   +3.5019e-05   +1.0047e-04   -2.2284e-06   -3.7687e-07
 2.668456039569e-01   +3.679753688321e-02   -8.1393e-04   +3.5076e-05   +1.0070e-04   -2.2335e-06   -3.7732e-07
 2.670855551566e-01   +3.690951097972e-02   -8.1602e-04   +3.5132e-05   +1.0092e-04   -2.2386e-06   -3.7776e-07
 2.673257221237e-01   +3.702180925280e-02   -8.1812e-04   +3.5188e-05   +1.0114e-04   -2.2437e-06   -3.7820e-07
 2.675661050523e-01   +3.713443259960e-02   -8.2023e-04   +3.5245e-05   +1.0137e-04   -2.2488e-06   -3.7865e-07
 2.678067041364e-01   +3.724738191969e-02   -8.2234e-04   +3.5301e-05   +1.0160e-04   -2.2540e-06   -3.7909e-07
 2.680475195705e-01   +3.736065811508e-02   -8.2445e-04   +3.5357e-05   +1.0182e-04   -2.2591e-06   -3.7954e-07
 2.682885515492e-01   +3.747426209020e-02   -8.2657e-04   +3.5413e-05   +1.0205e-04   -2.2643e-06   -3.7999e-07
 2.685298002670e-01   +3.758819475195e-02   -8.2869e-04   +3.5469e-05   +1.0227e-04   -2.2695e-06   -3.8043e-07
 2.687712659190e-01   +3.770245700967e-02   -8.3082e-04   +3.5526e-05   +1.0250e-04   -2.2747e-06   -3.8088e-07
 2.690129487002e-01   +3.781704977515e-02   -8.3295e-04   +3.5582e-05   +1.0273e-04   -2.2799e-06   -3.8132e-07
 2.692548488059e-01   +3.793197396265e-02   -8.3509e-04   +3.5638e-05   +1.0295e-04   -2.2852e-06   -3.8177e-07
 2.694969664314e-01   +3.804723048892e-02   -8.3723e-04   +3.5694e-05   +1.0318e-04   -2.2904e-06   -3.8222e-07
 2.697393017724e-01   +3.816282027316e-02   -8.3937e-04   +3.5750e-05   +1.0341e-04   -2.2957e-06   -3.8266e-07
 2.699818550246e-01   +3.827874423708e-02   -8.4152e-04   +3.5806e-05   +1.0364e-04   -2.3009e-06   -3.8311e-07
 2.702246263840e-01   +3.839500330487e-02   -8.4368e-04   +3.5862e-05   +1.0387e-04   -2.3062e-06   -3.8355e-07
 2.704676160467e-01   +3.851159840321e-02   -8.4584e-04   +3.5918e-05   +1.0409e-04   -2.3115e-06   -3.8400e-07
 2.707108242091e-01   +3.862853046130e-02   -8.4800e-04   +3.5974e-05   +1.0433e-04   -2.3168e-06   -3.8445e-07
 2.709542510675e-01   +3.874580041086e-02   -8.5017e-04   +3.6030e-05   +1.0456e-04   -2.3222e-06   -3.8490e-07
 2.711978968186e-01   +3.886340918610e-02   -8.5235e-04   +3.6086e-05   +1.0479e-04   -2.3275e-06   -3.8534e-07
 2.714417616594e-01   +3.898135772378e-02   -8.5452e-04   +3.6142e-05   +1.0502e-04   -2.3329e-06   -3.8579e-07
 2.716858457867e-01   +3.909964696319e-02   -8.5671e-04   +3.6198e-05   +1.0525e-04   -2.3382e-06   -3.8624e-07
 2.719301493978e-01   +3.921827784615e-02   -8.5889e-04   +3.6254e-05   +1.0548e-04   -2.3436e-06   -3.8669e-07
 2.721746726900e-01   +3.933725131703e-02   -8.6109e-04   +3.6310e-05   +1.0571e-04   -2.3490e-06   -3.8713e-07
 2.724194158609e-01   +3.945656832277e-02   -8.6328e-04   +3.6366e-05   +1.0594e-04   -2.3544e-06   -3.8758e-07
 2.726643791082e-01   +3.957622981283e-02   -8.6548e-04   +3.6422e-05   +1.0618e-04   -2.3598e-06   -3.8803e-07
 2.729095626298e-01   +3.969623673928e-02   -8.6769e-04   +3.6478e-05   +1.0641e-04   -2.3653e-06   -3.8848e-07
 2.731549666237e-01   +3.981659005675e-02   -8.6990e-04   +3.6534e-05   +1.0665e-04   -2.3707e-06   -3.8893e-07
 2.734005912883e-01   +3.993729072244e-02   -8.7211e-04   +3.6590e-05   +1.0688e-04   -2.3762e-06   -3.8938e-07
 2.736464368219e-01   +4.005833969614e-02   -8.7433e-04   +3.6646e-05   +1.0711e-04   -2.3817e-06   -3.8983e-07
 2.738925034231e-01   +4.017973794026e-02   -8.7656e-04   +3.6701e-05   +1.0735e-04   -2.3872e-06   -3.9027e-07
 2.741387912908e-01   +4.030148641977e-02   -8.7879e-04   +3.6757e-05   +1.0758e-04   -2.3927e-06   -3.9072e-07
 2.743853006239e-01   +4.042358610230e-02   -8.8102e-04   +3.6813e-05   +1.0782e-04   -2.3982e-06   -3.9117e-07
 2.746320316215e-01   +4.054603795804e-02   -8.8326e-04   +3.6869e-05   +1.0806e-04   -2.4038e-06   -3.9162e-07
 2.748789844830e-01   +4.066884295985e-02   -8.8550e-04   +3.6925e-05   +1.0829e-04   -2.4093e-06   -3.9207e-07
 2.751261594079e-01   +4.079200208320e-02   -8.8775e-04   +3.6980e-05   +1.0853e-04   -2.4149e-06   -3.9252e-07
 2.753735565959e-01   +4.091551630619e-02   -8.9001e-04   +3.7036e-05   +1.0877e-04   -2.4204e-06   -3.9297e-07
 2.756211762467e-01   +4.103938660959e-02   -8.9227e-04   +3.7092e-05   +1.0901e-04   -2.4260e-06   -3.9342e-07
 2.758690185605e-01   +4.116361397680e-02   -8.9453e-04   +3.7147e-05   +1.0924e-04   -2.4316e-06   -3.9387e-07
 2.761170837375e-01   +4.128819939388e-02   -8.9680e-04   +3.7203e-05   +1.0948e-04   -2.4373e-06   -3.9432e-07
 2.763653719781e-01   +4.141314384956e-02   -8.9907e-04   +3.7259e-05   +1.0972e-04   -2.4429e-06   -3.9477e-07
 2.766138834829e-01   +4.153844833526e-02   -9.0135e-04   +3.7314e-05   +1.0996e-04   -2.4486e-06   -3.9522e-07
 2.768626184525e-01   +4.166411384505e-02   -9.0363e-04   +3.7370e-05   +1.1020e-04   -2.4542e-06   -3.9567e-07
 2.771115770881e-01   +4.179014137572e-02   -9.0591e-04   +3.7425e-05   +1.1044e-04   -2.4599e-06   -3.9613e-07
 2.773607595906e-01   +4.191653192671e-02   -9.0821e-04   +3.7481e-05   +1.1068e-04   -2.4656e-06   -3.9658e-07
 2.776101661615e-01   +4.204328650022e-02   -9.1050e-04   +3.7536e-05   +1.1092e-04   -2.4713e-06   -3.9703e-07
 2.778597970021e-01   +4.217040610112e-02   -9.1280e-04   +3.7592e-05   +1.1116e-04   -2.4770e-06   -3.9748e-07
 2.781096523142e-01   +4.229789173701e-02   -9.1511e-04   +3.7647e-05   +1.1141e-04   -2.4828e-06   -3.9793e-07
 2.783597322996e-01   +4.242574441821e-02   -9.1742e-04   +3.7703e-05   +1.1165e-04   -2.4886e-06   -3.9838e-07
 2.786100371603e-01   +4.255396515777e-02   -9.1974e-04   +3.7758e-05   +1.1189e-04   -2.4943e-06   -3.9883e-07
 2.788605670985e-01   +4.268255497148e-02   -9.2206e-04   +3.7813e-05   +1.1214e-04   -2.5001e-06   -3.9929e-07
 2.791113223167e-01   +4.281151487790e-02   -9.2438e-04   +3.7869e-05   +1.1238e-04   -2.5059e-06   -3.9974e-07
 2.793623030173e-01   +4.294084589830e-02   -9.2671e-04   +3.7924e-05   +1.1262e-04   -2.5117e-06   -4.0019e-07
 2.796135094033e-01   +4.307054905676e-02   -9.2905e-04   +3.7979e-05   +1.1287e-04   -2.5176e-06   -4.0064e-07
 2.798649416774e-01   +4.320062538008e-02   -9.3139e-04   +3.8035e-05   +1.1311e-04   -2.5234e-06   -4.0110e-07
 2.801166000429e-01   +4.333107589788e-02   -9.3374e-04   +3.8090e-05   +1.1336e-04   -2.5293e-06   -4.0155e-07
 2.803684847030e-01   +4.346190164253e-02   -9.3609e-04   +3.8145e-05   +1.1361e-04   -2.5351e-06   -4.0200e-07
 2.806205958612e-01   +4.359310364922e-02   -9.3844e-04   +3.8201e-05   +1.1385e-04   -2.5410e-06   -4.0245e-07
 2.808729337212e-01   +4.372468295592e-02   -9.4080e-04   +3.8256e-05   +1.1410e-04   -2.5469e-06   -4.0291e-07
 2.811254984868e-01   +4.385664060340e-02   -9.4317e-04   +3.8311e-05   +1.1435e-04   -2.5529e-06   -4.0336e-07
 2.813782903621e-01   +4.398897763528e-02   -9.4554e-04   +3.8366e-05   +1.1459e-04   -2.5588e-06   -4.0381e-07
 2.816313095513e-01   +4.412169509796e-02   -9.4791e-04   +3.8421e-05   +1.1484e-04   -2.5647e-06   -4.0427e-07
 2.818845562588e-01   +4.425479404069e-02   -9.5029e-04   +3.8476e-05   +1.1509e-04   -2.5707e-06   -4.0472e-07
 2.821380306892e-01   +4.438827551556e-02   -9.5268e-04   +3.8531e-05   +1.1534e-04   -2.5767e-06   -4.0517e-07
 2.823917330473e-01   +4.452214057750e-02   -9.5507e-04   +3.8586e-05   +1.1559e-04   -2.5827e-06   -4.0563e-07
 2.826456635379e-01   +4.465639028428e-02   -9.5746e-04   +3.8641e-05   +1.1584e-04   -2.5887e-06   -4.0608e-07
 2.828998223664e-01   +4.479102569656e-02   -9.5986e-04   +3.8696e-05   +1.1609e-04   -2.5947e-06   -4.0654e-07
 2.831542097378e-01   +4.492604787785e-02   -9.6227e-04   +3.8751e-05   +1.1634e-04   -2.6008e-06   -4.0699e-07
 2.834088258579e-01   +4.506145789452e-02   -9.6468e-04   +3.8806e-05   +1.1659e-04   -2.6068e-06   -4.0744e-07
 2.836636709323e-01   +4.519725681585e-02   -9.6709e-04   +3.8861e-05   +1.1684e-04   -2.6129e-06   -4.0790e-07
 2.839187451668e-01   +4.533344571399e-02   -9.6952e-04   +3.8916e-05   +1.1710e-04   -2.6190e-06   -4.0835e-07
 2.841740487676e-01   +4.547002566402e-02   -9.7194e-04   +3.8971e-05   +1.1735e-04   -2.6251e-06   -4.0881e-07
 2.844295819408e-01   +4.560699774389e-02   -9.7437e-04   +3.9026e-05   +1.1760e-04   -2.6312e-06   -4.0926e-07
 2.846853448929e-01   +4.574436303449e-02   -9.7681e-04   +3.9081e-05   +1.1785e-04   -2.6374e-06   -4.0972e-07
 2.849413378306e-01   +4.588212261963e-02   -9.7925e-04   +3.9135e-05   +1.1811e-04   -2.6435e-06   -4.1017e-07
 2.851975609606e-01   +4.602027758603e-02   -9.8169e-04   +3.9190e-05   +1.1836e-04   -2.6497e-06   -4.1063e-07
 2.854540144899e-01   +4.615882902337e-02   -9.8414e-04   +3.9245e-05   +1.1862e-04   -2.6559e-06   -4.1108e-07
 2.857106986257e-01   +4.629777802428e-02   -9.8660e-04   +3.9300e-05   +1.1887e-04   -2.6621e-06   -4.1154e-07
 2.859676135754e-01   +4.643712568432e-02   -9.8906e-04   +3.9354e-05   +1.1913e-04   -2.6683e-06   -4.1200e-07
 2.862247595465e-01   +4.657687310204e-02   -9.9153e-04   +3.9409e-05   +1.1938e-04   -2.6745e-06   -4.1245e-07
 2.864821367468e-01   +4.671702137894e-02   -9.9400e-04   +3.9463e-05   +1.1964e-04   -2.6808e-06   -4.1291e-07
 2.867397453842e-01   +4.685757161951e-02   -9.9648e-04   +3.9518e-05   +1.1990e-04   -2.6870e-06   -4.1336e-07
 2.869975856667e-01   +4.699852493123e-02   -9.9896e-04   +3.9573e-05   +1.2015e-04   -2.6933e-06   -4.1382e-07
 2.872556578027e-01   +4.713988242455e-02   -1.0015e-03   +3.9627e-05   +1.2041e-04   -2.6996e-06   -4.1428e-07
 2.875139620008e-01   +4.728164521295e-02   -1.0039e-03   +3.9682e-05   +1.2067e-04   -2.7059e-06   -4.1473e-07
 2.877724984694e-01   +4.742381441292e-02   -1.0064e-03   +3.9736e-05   +1.2093e-04   -2.7123e-06   -4.1519e-07
 2.880312674176e-01   +4.756639114395e-02   -1.0089e-03   +3.9790e-05   +1.2119e-04   -2.7186e-06   -4.1565e-07
 2.882902690543e-01   +4.770937652857e-02   -1.0114e-03   +3.9845e-05   +1.2145e-04   -2.7250e-06   -4.1610e-07
 2.885495035889e-01   +4.785277169235e-02   -1.0140e-03   +3.9899e-05   +1.2171e-04   -2.7314e-06   -4.1656e-07
 2.888089712306e-01   +4.799657776389e-02   -1.0165e-03   +3.9954e-05   +1.2197e-04   -2.7378e-06   -4.1702e-07
 2.890686721892e-01   +4.814079587485e-02   -1.0190e-03   +4.0008e-05   +1.2223e-04   -2.7442e-06   -4.1747e-07
 2.893286066745e-01   +4.828542715995e-02   -1.0215e-03   +4.0062e-05   +1.2249e-04   -2.7506e-06   -4.1793e-07
 2.895887748963e-01   +4.843047275698e-02   -1.0241e-03   +4.0117e-05   +1.2275e-04   -2.7570e-06   -4.1839e-07
 2.898491770650e-01   +4.857593380680e-02   -1.0266e-03   +4.0171e-05   +1.2302e-04   -2.7635e-06   -4.1885e-07
 2.901098133909e-01   +4.872181145337e-02   -1.0291e-03   +4.0225e-05   +1.2328e-04   -2.7700e-06   -4.1930e-07
 2.903706840844e-01   +4.886810684371e-02   -1.0317e-03   +4.0279e-05   +1.2354e-04   -2.7765e-06   -4.1976e-07
 2.906317893565e-01   +4.901482112799e-02   -1.0343e-03   +4.0333e-05   +1.2380e-04   -2.7830e-06   -4.2022e-07
 2.908931294180e-01   +4.916195545945e-02   -1.0368e-03   +4.0387e-05   +1.2407e-04   -2.7895e-06   -4.2068e-07
 2.911547044800e-01   +4.930951099447e-02   -1.0394e-03   +4.0441e-05   +1.2433e-04   -2.7961e-06   -4.2113e-07
 2.914165147538e-01   +4.945748889255e-02   -1.0420e-03   +4.0495e-05   +1.2460e-04   -2.8026e-06   -4.2159e-07
 2.916785604511e-01   +4.960589031632e-02   -1.0445e-03   +4.0549e-05   +1.2486e-04   -2.8092e-06   -4.2205e-07
 2.919408417834e-01   +4.975471643156e-02   -1.0471e-03   +4.0603e-05   +1.2513e-04   -2.8158e-06   -4.2251e-07
 2.922033589626e-01   +4.990396840721e-02   -1.0497e-03   +4.0657e-05   +1.2540e-04   -2.8224e-06   -4.2297e-07
 2.924661122009e-01   +5.005364741537e-02   -1.0523e-03   +4.0711e-05   +1.2566e-04   -2.8290e-06   -4.2343e-07
 2.927291017104e-01   +5.020375463128e-02   -1.0549e-03   +4.0765e-05   +1.2593e-04   -2.8357e-06   -4.2389e-07
 2.929923277037e-01   +5.035429123340e-02   -1.0575e-03   +4.0819e-05   +1.2620e-04   -2.8423e-06   -4.2434e-07
 2.932557903934e-01   +5.050525840335e-02   -1.0601e-03   +4.0872e-05   +1.2647e-04   -2.8490e-06   -4.2480e-07
 2.935194899923e-01   +5.065665732596e-02   -1.0627e-03   +4.0926e-05   +1.2674e-04   -2.8557e-06   -4.2526e-07
 2.937834267135e-01   +5.080848918926e-02   -1.0653e-03   +4.0980e-05   +1.2701e-04   -2.8624e-06   -4.2572e-07
 2.940476007702e-01   +5.096075518448e-02   -1.0680e-03   +4.1034e-05   +1.2728e-04   -2.8692e-06   -4.2618e-07
 2.943120123758e-01   +5.111345650608e-02   -1.0706e-03   +4.1087e-05   +1.2755e-04   -2.8759e-06   -4.2664e-07
 2.945766617439e-01   +5.126659435176e-02   -1.0732e-03   +4.1141e-05   +1.2782e-04   -2.8827e-06   -4.2710e-07
 2.948415490883e-01   +5.142016992245e-02   -1.0759e-03   +4.1195e-05   +1.2809e-04   -2.8895e-06   -4.2756e-07
 2.951066746230e-01   +5.157418442233e-02   -1.0785e-03   +4.1248e-05   +1.2836e-04   -2.8963e-06   -4.2802e-07
 2.953720385623e-01   +5.172863905883e-02   -1.0812e-03   +4.1301e-05   +1.2863e-04   -2.9031e-06   -4.2848e-07
 2.956376411204e-01   +5.188353504265e-02   -1.0838e-03   +4.1355e-05   +1.2891e-04   -2.9099e-06   -4.2894e-07
 2.959034825119e-01   +5.203887358776e-02   -1.0865e-03   +4.1408e-05   +1.2918e-04   -2.9168e-06   -4.2940e-07
