# second T derivative of pressure for QED , [d2p^{(n)}/dT2] = MeV^2 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   d2p^{(0)}/dT2,   d2p^{(2)non-log}/dT2,   d2p^{(2)log}/dT2,   d2p^{(3)}/dT2,   d2p^{(4)}/dT2,   d2p^{(5)}/dT2
 2.961695629516e-01   +5.219465591143e-02   -1.0892e-03   +4.1462e-05   +1.2945e-04   -2.9236e-06   -4.2986e-07
 2.964358826545e-01   +5.235088323420e-02   -1.0918e-03   +4.1515e-05   +1.2973e-04   -2.9305e-06   -4.3032e-07
 2.967024418357e-01   +5.250755677992e-02   -1.0945e-03   +4.1569e-05   +1.3000e-04   -2.9374e-06   -4.3078e-07
 2.969692407105e-01   +5.266467777575e-02   -1.0972e-03   +4.1622e-05   +1.3028e-04   -2.9444e-06   -4.3124e-07
 2.972362794945e-01   +5.282224745217e-02   -1.0999e-03   +4.1675e-05   +1.3055e-04   -2.9513e-06   -4.3170e-07
 2.975035584034e-01   +5.298026704299e-02   -1.1026e-03   +4.1728e-05   +1.3083e-04   -2.9583e-06   -4.3216e-07
 2.977710776531e-01   +5.313873778534e-02   -1.1053e-03   +4.1781e-05   +1.3110e-04   -2.9652e-06   -4.3262e-07
 2.980388374598e-01   +5.329766091971e-02   -1.1080e-03   +4.1835e-05   +1.3138e-04   -2.9722e-06   -4.3308e-07
 2.983068380398e-01   +5.345703768995e-02   -1.1107e-03   +4.1888e-05   +1.3166e-04   -2.9792e-06   -4.3354e-07
 2.985750796095e-01   +5.361686934327e-02   -1.1134e-03   +4.1941e-05   +1.3194e-04   -2.9863e-06   -4.3400e-07
 2.988435623857e-01   +5.377715713023e-02   -1.1161e-03   +4.1994e-05   +1.3222e-04   -2.9933e-06   -4.3447e-07
 2.991122865853e-01   +5.393790230481e-02   -1.1189e-03   +4.2047e-05   +1.3249e-04   -3.0004e-06   -4.3493e-07
 2.993812524253e-01   +5.409910612435e-02   -1.1216e-03   +4.2100e-05   +1.3277e-04   -3.0075e-06   -4.3539e-07
 2.996504601231e-01   +5.426076984961e-02   -1.1244e-03   +4.2153e-05   +1.3305e-04   -3.0146e-06   -4.3585e-07
 2.999199098961e-01   +5.442289474475e-02   -1.1271e-03   +4.2206e-05   +1.3333e-04   -3.0217e-06   -4.3631e-07
 3.001896019620e-01   +5.458548207736e-02   -1.1299e-03   +4.2258e-05   +1.3361e-04   -3.0288e-06   -4.3677e-07
 3.004595365387e-01   +5.474853311843e-02   -1.1326e-03   +4.2311e-05   +1.3390e-04   -3.0360e-06   -4.3723e-07
 3.007297138442e-01   +5.491204914242e-02   -1.1354e-03   +4.2364e-05   +1.3418e-04   -3.0432e-06   -4.3769e-07
 3.010001340969e-01   +5.507603142722e-02   -1.1382e-03   +4.2417e-05   +1.3446e-04   -3.0503e-06   -4.3816e-07
 3.012707975151e-01   +5.524048125418e-02   -1.1409e-03   +4.2469e-05   +1.3474e-04   -3.0576e-06   -4.3862e-07
 3.015417043175e-01   +5.540539990811e-02   -1.1437e-03   +4.2522e-05   +1.3503e-04   -3.0648e-06   -4.3908e-07
 3.018128547230e-01   +5.557078867730e-02   -1.1465e-03   +4.2575e-05   +1.3531e-04   -3.0720e-06   -4.3954e-07
 3.020842489507e-01   +5.573664885353e-02   -1.1493e-03   +4.2627e-05   +1.3559e-04   -3.0793e-06   -4.4000e-07
 3.023558872197e-01   +5.590298173206e-02   -1.1521e-03   +4.2680e-05   +1.3588e-04   -3.0866e-06   -4.4047e-07
 3.026277697496e-01   +5.606978861166e-02   -1.1549e-03   +4.2732e-05   +1.3616e-04   -3.0939e-06   -4.4093e-07
 3.028998967600e-01   +5.623707079461e-02   -1.1577e-03   +4.2785e-05   +1.3645e-04   -3.1012e-06   -4.4139e-07
 3.031722684706e-01   +5.640482958671e-02   -1.1605e-03   +4.2837e-05   +1.3674e-04   -3.1086e-06   -4.4185e-07
 3.034448851016e-01   +5.657306629731e-02   -1.1633e-03   +4.2890e-05   +1.3702e-04   -3.1159e-06   -4.4232e-07
 3.037177468732e-01   +5.674178223928e-02   -1.1662e-03   +4.2942e-05   +1.3731e-04   -3.1233e-06   -4.4278e-07
 3.039908540058e-01   +5.691097872904e-02   -1.1690e-03   +4.2994e-05   +1.3760e-04   -3.1307e-06   -4.4324e-07
 3.042642067201e-01   +5.708065708659e-02   -1.1718e-03   +4.3046e-05   +1.3789e-04   -3.1381e-06   -4.4370e-07
 3.045378052368e-01   +5.725081863547e-02   -1.1747e-03   +4.3099e-05   +1.3818e-04   -3.1455e-06   -4.4417e-07
 3.048116497771e-01   +5.742146470283e-02   -1.1775e-03   +4.3151e-05   +1.3846e-04   -3.1530e-06   -4.4463e-07
 3.050857405621e-01   +5.759259661939e-02   -1.1804e-03   +4.3203e-05   +1.3876e-04   -3.1605e-06   -4.4509e-07
 3.053600778133e-01   +5.776421571948e-02   -1.1833e-03   +4.3255e-05   +1.3905e-04   -3.1680e-06   -4.4556e-07
 3.056346617522e-01   +5.793632334103e-02   -1.1861e-03   +4.3307e-05   +1.3934e-04   -3.1755e-06   -4.4602e-07
 3.059094926008e-01   +5.810892082559e-02   -1.1890e-03   +4.3359e-05   +1.3963e-04   -3.1830e-06   -4.4648e-07
 3.061845705810e-01   +5.828200951835e-02   -1.1919e-03   +4.3411e-05   +1.3992e-04   -3.1905e-06   -4.4695e-07
 3.064598959151e-01   +5.845559076811e-02   -1.1948e-03   +4.3463e-05   +1.4021e-04   -3.1981e-06   -4.4741e-07
 3.067354688254e-01   +5.862966592735e-02   -1.1976e-03   +4.3515e-05   +1.4050e-04   -3.2057e-06   -4.4787e-07
 3.070112895347e-01   +5.880423635219e-02   -1.2005e-03   +4.3566e-05   +1.4080e-04   -3.2133e-06   -4.4834e-07
 3.072873582657e-01   +5.897930340242e-02   -1.2034e-03   +4.3618e-05   +1.4109e-04   -3.2209e-06   -4.4880e-07
 3.075636752415e-01   +5.915486844152e-02   -1.2063e-03   +4.3670e-05   +1.4139e-04   -3.2286e-06   -4.4926e-07
 3.078402406853e-01   +5.933093283663e-02   -1.2093e-03   +4.3722e-05   +1.4168e-04   -3.2362e-06   -4.4973e-07
 3.081170548204e-01   +5.950749795862e-02   -1.2122e-03   +4.3773e-05   +1.4198e-04   -3.2439e-06   -4.5019e-07
 3.083941178706e-01   +5.968456518204e-02   -1.2151e-03   +4.3825e-05   +1.4227e-04   -3.2516e-06   -4.5066e-07
 3.086714300597e-01   +5.986213588517e-02   -1.2181e-03   +4.3877e-05   +1.4257e-04   -3.2593e-06   -4.5112e-07
 3.089489916117e-01   +6.004021145003e-02   -1.2210e-03   +4.3928e-05   +1.4287e-04   -3.2671e-06   -4.5158e-07
 3.092268027508e-01   +6.021879326235e-02   -1.2239e-03   +4.3980e-05   +1.4317e-04   -3.2749e-06   -4.5205e-07
 3.095048637014e-01   +6.039788271163e-02   -1.2269e-03   +4.4031e-05   +1.4346e-04   -3.2826e-06   -4.5251e-07
 3.097831746883e-01   +6.057748119112e-02   -1.2298e-03   +4.4082e-05   +1.4376e-04   -3.2904e-06   -4.5297e-07
 3.100617359362e-01   +6.075759009784e-02   -1.2328e-03   +4.4134e-05   +1.4406e-04   -3.2983e-06   -4.5344e-07
 3.103405476701e-01   +6.093821083258e-02   -1.2358e-03   +4.4185e-05   +1.4436e-04   -3.3061e-06   -4.5390e-07
 3.106196101154e-01   +6.111934479993e-02   -1.2388e-03   +4.4236e-05   +1.4466e-04   -3.3139e-06   -4.5437e-07
 3.108989234974e-01   +6.130099340828e-02   -1.2417e-03   +4.4288e-05   +1.4496e-04   -3.3218e-06   -4.5483e-07
 3.111784880418e-01   +6.148315806982e-02   -1.2447e-03   +4.4339e-05   +1.4526e-04   -3.3297e-06   -4.5530e-07
 3.114583039744e-01   +6.166584020056e-02   -1.2477e-03   +4.4390e-05   +1.4556e-04   -3.3377e-06   -4.5576e-07
 3.117383715213e-01   +6.184904122035e-02   -1.2507e-03   +4.4441e-05   +1.4587e-04   -3.3456e-06   -4.5623e-07
 3.120186909088e-01   +6.203276255287e-02   -1.2537e-03   +4.4492e-05   +1.4617e-04   -3.3536e-06   -4.5669e-07
 3.122992623633e-01   +6.221700562565e-02   -1.2567e-03   +4.4543e-05   +1.4647e-04   -3.3615e-06   -4.5716e-07
 3.125800861115e-01   +6.240177187009e-02   -1.2597e-03   +4.4594e-05   +1.4678e-04   -3.3695e-06   -4.5762e-07
 3.128611623802e-01   +6.258706272145e-02   -1.2628e-03   +4.4645e-05   +1.4708e-04   -3.3776e-06   -4.5809e-07
 3.131424913965e-01   +6.277287961888e-02   -1.2658e-03   +4.4696e-05   +1.4739e-04   -3.3856e-06   -4.5855e-07
 3.134240733877e-01   +6.295922400543e-02   -1.2688e-03   +4.4747e-05   +1.4769e-04   -3.3937e-06   -4.5902e-07
 3.137059085812e-01   +6.314609732803e-02   -1.2719e-03   +4.4797e-05   +1.4800e-04   -3.4017e-06   -4.5948e-07
 3.139879972048e-01   +6.333350103754e-02   -1.2749e-03   +4.4848e-05   +1.4830e-04   -3.4098e-06   -4.5995e-07
 3.142703394864e-01   +6.352143658874e-02   -1.2780e-03   +4.4899e-05   +1.4861e-04   -3.4180e-06   -4.6041e-07
 3.145529356539e-01   +6.370990544036e-02   -1.2810e-03   +4.4949e-05   +1.4892e-04   -3.4261e-06   -4.6088e-07
 3.148357859358e-01   +6.389890905504e-02   -1.2841e-03   +4.5000e-05   +1.4923e-04   -3.4343e-06   -4.6134e-07
 3.151188905605e-01   +6.408844889941e-02   -1.2872e-03   +4.5050e-05   +1.4954e-04   -3.4425e-06   -4.6181e-07
 3.154022497567e-01   +6.427852644404e-02   -1.2903e-03   +4.5101e-05   +1.4984e-04   -3.4507e-06   -4.6227e-07
 3.156858637534e-01   +6.446914316351e-02   -1.2933e-03   +4.5151e-05   +1.5015e-04   -3.4589e-06   -4.6274e-07
 3.159697327796e-01   +6.466030053636e-02   -1.2964e-03   +4.5202e-05   +1.5046e-04   -3.4671e-06   -4.6320e-07
 3.162538570647e-01   +6.485200004514e-02   -1.2995e-03   +4.5252e-05   +1.5077e-04   -3.4754e-06   -4.6367e-07
 3.165382368383e-01   +6.504424317641e-02   -1.3026e-03   +4.5302e-05   +1.5109e-04   -3.4837e-06   -4.6413e-07
 3.168228723300e-01   +6.523703142074e-02   -1.3058e-03   +4.5353e-05   +1.5140e-04   -3.4920e-06   -4.6460e-07
 3.171077637699e-01   +6.543036627275e-02   -1.3089e-03   +4.5403e-05   +1.5171e-04   -3.5003e-06   -4.6506e-07
 3.173929113879e-01   +6.562424923109e-02   -1.3120e-03   +4.5453e-05   +1.5202e-04   -3.5087e-06   -4.6553e-07
 3.176783154147e-01   +6.581868179846e-02   -1.3151e-03   +4.5503e-05   +1.5234e-04   -3.5171e-06   -4.6600e-07
 3.179639760806e-01   +6.601366548164e-02   -1.3183e-03   +4.5553e-05   +1.5265e-04   -3.5254e-06   -4.6646e-07
 3.182498936164e-01   +6.620920179148e-02   -1.3214e-03   +4.5603e-05   +1.5297e-04   -3.5339e-06   -4.6693e-07
 3.185360682532e-01   +6.640529224290e-02   -1.3246e-03   +4.5653e-05   +1.5328e-04   -3.5423e-06   -4.6739e-07
 3.188225002221e-01   +6.660193835494e-02   -1.3277e-03   +4.5703e-05   +1.5360e-04   -3.5508e-06   -4.6786e-07
 3.191091897546e-01   +6.679914165074e-02   -1.3309e-03   +4.5753e-05   +1.5391e-04   -3.5592e-06   -4.6832e-07
 3.193961370822e-01   +6.699690365755e-02   -1.3340e-03   +4.5803e-05   +1.5423e-04   -3.5677e-06   -4.6879e-07
 3.196833424367e-01   +6.719522590676e-02   -1.3372e-03   +4.5853e-05   +1.5455e-04   -3.5762e-06   -4.6926e-07
 3.199708060502e-01   +6.739410993391e-02   -1.3404e-03   +4.5902e-05   +1.5487e-04   -3.5848e-06   -4.6972e-07
 3.202585281549e-01   +6.759355727868e-02   -1.3436e-03   +4.5952e-05   +1.5519e-04   -3.5934e-06   -4.7019e-07
 3.205465089832e-01   +6.779356948492e-02   -1.3468e-03   +4.6002e-05   +1.5550e-04   -3.6019e-06   -4.7065e-07
 3.208347487678e-01   +6.799414810066e-02   -1.3500e-03   +4.6051e-05   +1.5582e-04   -3.6106e-06   -4.7112e-07
 3.211232477415e-01   +6.819529467810e-02   -1.3532e-03   +4.6101e-05   +1.5614e-04   -3.6192e-06   -4.7159e-07
 3.214120061375e-01   +6.839701077366e-02   -1.3564e-03   +4.6150e-05   +1.5647e-04   -3.6278e-06   -4.7205e-07
 3.217010241889e-01   +6.859929794796e-02   -1.3596e-03   +4.6200e-05   +1.5679e-04   -3.6365e-06   -4.7252e-07
 3.219903021293e-01   +6.880215776584e-02   -1.3628e-03   +4.6249e-05   +1.5711e-04   -3.6452e-06   -4.7298e-07
 3.222798401923e-01   +6.900559179637e-02   -1.3661e-03   +4.6298e-05   +1.5743e-04   -3.6539e-06   -4.7345e-07
 3.225696386120e-01   +6.920960161288e-02   -1.3693e-03   +4.6348e-05   +1.5775e-04   -3.6626e-06   -4.7392e-07
 3.228596976223e-01   +6.941418879293e-02   -1.3725e-03   +4.6397e-05   +1.5808e-04   -3.6714e-06   -4.7438e-07
 3.231500174576e-01   +6.961935491836e-02   -1.3758e-03   +4.6446e-05   +1.5840e-04   -3.6802e-06   -4.7485e-07
 3.234405983524e-01   +6.982510157531e-02   -1.3791e-03   +4.6495e-05   +1.5873e-04   -3.6890e-06   -4.7532e-07
 3.237314405416e-01   +7.003143035416e-02   -1.3823e-03   +4.6544e-05   +1.5905e-04   -3.6978e-06   -4.7578e-07
 3.240225442600e-01   +7.023834284965e-02   -1.3856e-03   +4.6593e-05   +1.5938e-04   -3.7067e-06   -4.7625e-07
 3.243139097429e-01   +7.044584066078e-02   -1.3889e-03   +4.6642e-05   +1.5970e-04   -3.7155e-06   -4.7671e-07
 3.246055372255e-01   +7.065392539092e-02   -1.3922e-03   +4.6691e-05   +1.6003e-04   -3.7244e-06   -4.7718e-07
 3.248974269436e-01   +7.086259864774e-02   -1.3954e-03   +4.6740e-05   +1.6036e-04   -3.7334e-06   -4.7765e-07
 3.251895791328e-01   +7.107186204329e-02   -1.3988e-03   +4.6789e-05   +1.6069e-04   -3.7423e-06   -4.7811e-07
 3.254819940293e-01   +7.128171719395e-02   -1.4020e-03   +4.6838e-05   +1.6102e-04   -3.7512e-06   -4.7858e-07
 3.257746718692e-01   +7.149216572050e-02   -1.4054e-03   +4.6886e-05   +1.6134e-04   -3.7602e-06   -4.7905e-07
 3.260676128891e-01   +7.170320924809e-02   -1.4087e-03   +4.6935e-05   +1.6168e-04   -3.7692e-06   -4.7951e-07
 3.263608173255e-01   +7.191484940626e-02   -1.4120e-03   +4.6984e-05   +1.6201e-04   -3.7783e-06   -4.7998e-07
 3.266542854153e-01   +7.212708782897e-02   -1.4153e-03   +4.7032e-05   +1.6234e-04   -3.7873e-06   -4.8044e-07
 3.269480173956e-01   +7.233992615459e-02   -1.4187e-03   +4.7081e-05   +1.6267e-04   -3.7964e-06   -4.8091e-07
 3.272420135037e-01   +7.255336602594e-02   -1.4220e-03   +4.7129e-05   +1.6300e-04   -3.8055e-06   -4.8138e-07
 3.275362739771e-01   +7.276740909026e-02   -1.4254e-03   +4.7178e-05   +1.6333e-04   -3.8146e-06   -4.8184e-07
 3.278307990536e-01   +7.298205699925e-02   -1.4287e-03   +4.7226e-05   +1.6367e-04   -3.8237e-06   -4.8231e-07
 3.281255889710e-01   +7.319731140909e-02   -1.4321e-03   +4.7274e-05   +1.6400e-04   -3.8329e-06   -4.8278e-07
 3.284206439675e-01   +7.341317398044e-02   -1.4355e-03   +4.7322e-05   +1.6433e-04   -3.8421e-06   -4.8324e-07
 3.287159642814e-01   +7.362964637843e-02   -1.4388e-03   +4.7371e-05   +1.6467e-04   -3.8513e-06   -4.8371e-07
 3.290115501515e-01   +7.384673027271e-02   -1.4422e-03   +4.7419e-05   +1.6501e-04   -3.8605e-06   -4.8418e-07
 3.293074018163e-01   +7.406442733746e-02   -1.4456e-03   +4.7467e-05   +1.6534e-04   -3.8698e-06   -4.8464e-07
 3.296035195150e-01   +7.428273925136e-02   -1.4490e-03   +4.7515e-05   +1.6568e-04   -3.8791e-06   -4.8511e-07
 3.298999034868e-01   +7.450166769765e-02   -1.4524e-03   +4.7563e-05   +1.6602e-04   -3.8884e-06   -4.8558e-07
 3.301965539711e-01   +7.472121436412e-02   -1.4558e-03   +4.7611e-05   +1.6636e-04   -3.8977e-06   -4.8604e-07
 3.304934712075e-01   +7.494138094311e-02   -1.4593e-03   +4.7659e-05   +1.6669e-04   -3.9070e-06   -4.8651e-07
 3.307906554359e-01   +7.516216913157e-02   -1.4627e-03   +4.7707e-05   +1.6703e-04   -3.9164e-06   -4.8698e-07
 3.310881068965e-01   +7.538358063100e-02   -1.4661e-03   +4.7754e-05   +1.6737e-04   -3.9258e-06   -4.8744e-07
 3.313858258294e-01   +7.560561714753e-02   -1.4696e-03   +4.7802e-05   +1.6771e-04   -3.9352e-06   -4.8791e-07
 3.316838124753e-01   +7.582828039191e-02   -1.4730e-03   +4.7850e-05   +1.6805e-04   -3.9447e-06   -4.8837e-07
 3.319820670748e-01   +7.605157207949e-02   -1.4765e-03   +4.7897e-05   +1.6840e-04   -3.9541e-06   -4.8884e-07
 3.322805898689e-01   +7.627549393028e-02   -1.4799e-03   +4.7945e-05   +1.6874e-04   -3.9636e-06   -4.8931e-07
 3.325793810988e-01   +7.650004766894e-02   -1.4834e-03   +4.7992e-05   +1.6908e-04   -3.9731e-06   -4.8977e-07
 3.328784410058e-01   +7.672523502479e-02   -1.4869e-03   +4.8040e-05   +1.6943e-04   -3.9827e-06   -4.9024e-07
 3.331777698316e-01   +7.695105773183e-02   -1.4903e-03   +4.8087e-05   +1.6977e-04   -3.9922e-06   -4.9071e-07
 3.334773678179e-01   +7.717751752875e-02   -1.4938e-03   +4.8134e-05   +1.7011e-04   -4.0018e-06   -4.9117e-07
 3.337772352068e-01   +7.740461615895e-02   -1.4973e-03   +4.8182e-05   +1.7046e-04   -4.0114e-06   -4.9164e-07
 3.340773722405e-01   +7.763235537053e-02   -1.5008e-03   +4.8229e-05   +1.7081e-04   -4.0211e-06   -4.9211e-07
 3.343777791615e-01   +7.786073691634e-02   -1.5043e-03   +4.8276e-05   +1.7115e-04   -4.0307e-06   -4.9257e-07
 3.346784562126e-01   +7.808976255396e-02   -1.5079e-03   +4.8323e-05   +1.7150e-04   -4.0404e-06   -4.9304e-07
 3.349794036365e-01   +7.831943404571e-02   -1.5114e-03   +4.8370e-05   +1.7185e-04   -4.0501e-06   -4.9350e-07
 3.352806216765e-01   +7.854975315871e-02   -1.5149e-03   +4.8417e-05   +1.7219e-04   -4.0598e-06   -4.9397e-07
 3.355821105758e-01   +7.878072166482e-02   -1.5184e-03   +4.8464e-05   +1.7254e-04   -4.0696e-06   -4.9444e-07
 3.358838705780e-01   +7.901234134073e-02   -1.5220e-03   +4.8511e-05   +1.7289e-04   -4.0794e-06   -4.9490e-07
 3.361859019270e-01   +7.924461396791e-02   -1.5255e-03   +4.8558e-05   +1.7324e-04   -4.0892e-06   -4.9537e-07
 3.364882048666e-01   +7.947754133266e-02   -1.5291e-03   +4.8605e-05   +1.7359e-04   -4.0990e-06   -4.9583e-07
 3.367907796412e-01   +7.971112522612e-02   -1.5326e-03   +4.8652e-05   +1.7395e-04   -4.1088e-06   -4.9630e-07
 3.370936264951e-01   +7.994536744426e-02   -1.5362e-03   +4.8698e-05   +1.7430e-04   -4.1187e-06   -4.9677e-07
 3.373967456730e-01   +8.018026978791e-02   -1.5398e-03   +4.8745e-05   +1.7465e-04   -4.1286e-06   -4.9723e-07
 3.377001374198e-01   +8.041583406278e-02   -1.5434e-03   +4.8792e-05   +1.7500e-04   -4.1386e-06   -4.9770e-07
 3.380038019806e-01   +8.065206207946e-02   -1.5470e-03   +4.8838e-05   +1.7536e-04   -4.1485e-06   -4.9817e-07
 3.383077396007e-01   +8.088895565343e-02   -1.5506e-03   +4.8885e-05   +1.7571e-04   -4.1585e-06   -4.9863e-07
 3.386119505257e-01   +8.112651660509e-02   -1.5542e-03   +4.8931e-05   +1.7607e-04   -4.1685e-06   -4.9910e-07
 3.389164350013e-01   +8.136474675977e-02   -1.5578e-03   +4.8977e-05   +1.7642e-04   -4.1785e-06   -4.9956e-07
 3.392211932734e-01   +8.160364794772e-02   -1.5614e-03   +4.9024e-05   +1.7678e-04   -4.1885e-06   -5.0003e-07
 3.395262255884e-01   +8.184322200416e-02   -1.5651e-03   +4.9070e-05   +1.7714e-04   -4.1986e-06   -5.0049e-07
 3.398315321925e-01   +8.208347076926e-02   -1.5687e-03   +4.9116e-05   +1.7749e-04   -4.2087e-06   -5.0096e-07
 3.401371133325e-01   +8.232439608816e-02   -1.5723e-03   +4.9162e-05   +1.7785e-04   -4.2189e-06   -5.0143e-07
 3.404429692552e-01   +8.256599981103e-02   -1.5760e-03   +4.9208e-05   +1.7821e-04   -4.2290e-06   -5.0189e-07
 3.407491002078e-01   +8.280828379300e-02   -1.5796e-03   +4.9254e-05   +1.7857e-04   -4.2392e-06   -5.0236e-07
 3.410555064374e-01   +8.305124989424e-02   -1.5833e-03   +4.9300e-05   +1.7893e-04   -4.2494e-06   -5.0282e-07
 3.413621881917e-01   +8.329489997995e-02   -1.5870e-03   +4.9346e-05   +1.7929e-04   -4.2596e-06   -5.0329e-07
 3.416691457185e-01   +8.353923592038e-02   -1.5907e-03   +4.9392e-05   +1.7965e-04   -4.2699e-06   -5.0375e-07
 3.419763792656e-01   +8.378425959082e-02   -1.5944e-03   +4.9438e-05   +1.8001e-04   -4.2801e-06   -5.0422e-07
 3.422838890813e-01   +8.402997287166e-02   -1.5981e-03   +4.9484e-05   +1.8038e-04   -4.2904e-06   -5.0469e-07
 3.425916754140e-01   +8.427637764835e-02   -1.6018e-03   +4.9529e-05   +1.8074e-04   -4.3008e-06   -5.0515e-07
 3.428997385123e-01   +8.452347581146e-02   -1.6055e-03   +4.9575e-05   +1.8110e-04   -4.3111e-06   -5.0561e-07
 3.432080786252e-01   +8.477126925666e-02   -1.6092e-03   +4.9620e-05   +1.8147e-04   -4.3215e-06   -5.0608e-07
 3.435166960017e-01   +8.501975988476e-02   -1.6129e-03   +4.9666e-05   +1.8183e-04   -4.3319e-06   -5.0655e-07
 3.438255908912e-01   +8.526894960171e-02   -1.6166e-03   +4.9711e-05   +1.8220e-04   -4.3423e-06   -5.0701e-07
 3.441347635432e-01   +8.551884031861e-02   -1.6204e-03   +4.9757e-05   +1.8257e-04   -4.3528e-06   -5.0748e-07
 3.444442142074e-01   +8.576943395172e-02   -1.6241e-03   +4.9802e-05   +1.8293e-04   -4.3633e-06   -5.0794e-07
 3.447539431339e-01   +8.602073242251e-02   -1.6279e-03   +4.9847e-05   +1.8330e-04   -4.3738e-06   -5.0841e-07
 3.450639505728e-01   +8.627273765763e-02   -1.6316e-03   +4.9892e-05   +1.8367e-04   -4.3843e-06   -5.0887e-07
 3.453742367746e-01   +8.652545158894e-02   -1.6354e-03   +4.9938e-05   +1.8404e-04   -4.3949e-06   -5.0934e-07
 3.456848019901e-01   +8.677887615353e-02   -1.6392e-03   +4.9983e-05   +1.8441e-04   -4.4055e-06   -5.0980e-07
 3.459956464699e-01   +8.703301329374e-02   -1.6430e-03   +5.0028e-05   +1.8478e-04   -4.4161e-06   -5.1026e-07
 3.463067704654e-01   +8.728786495714e-02   -1.6468e-03   +5.0073e-05   +1.8515e-04   -4.4267e-06   -5.1073e-07
 3.466181742278e-01   +8.754343309660e-02   -1.6506e-03   +5.0118e-05   +1.8552e-04   -4.4374e-06   -5.1120e-07
 3.469298580087e-01   +8.779971967024e-02   -1.6544e-03   +5.0162e-05   +1.8589e-04   -4.4480e-06   -5.1166e-07
 3.472418220599e-01   +8.805672664150e-02   -1.6582e-03   +5.0207e-05   +1.8627e-04   -4.4588e-06   -5.1212e-07
 3.475540666335e-01   +8.831445597913e-02   -1.6620e-03   +5.0252e-05   +1.8664e-04   -4.4695e-06   -5.1259e-07
 3.478665919816e-01   +8.857290965719e-02   -1.6658e-03   +5.0297e-05   +1.8702e-04   -4.4803e-06   -5.1305e-07
 3.481793983567e-01   +8.883208965509e-02   -1.6697e-03   +5.0341e-05   +1.8739e-04   -4.4911e-06   -5.1352e-07
 3.484924860116e-01   +8.909199795760e-02   -1.6735e-03   +5.0386e-05   +1.8777e-04   -4.5019e-06   -5.1398e-07
 3.488058551992e-01   +8.935263655485e-02   -1.6774e-03   +5.0430e-05   +1.8814e-04   -4.5128e-06   -5.1444e-07
 3.491195061726e-01   +8.961400744236e-02   -1.6812e-03   +5.0475e-05   +1.8852e-04   -4.5236e-06   -5.1491e-07
 3.494334391853e-01   +8.987611262103e-02   -1.6851e-03   +5.0519e-05   +1.8890e-04   -4.5345e-06   -5.1537e-07
 3.497476544908e-01   +9.013895409721e-02   -1.6890e-03   +5.0564e-05   +1.8928e-04   -4.5455e-06   -5.1584e-07
 3.500621523429e-01   +9.040253388264e-02   -1.6929e-03   +5.0608e-05   +1.8965e-04   -4.5564e-06   -5.1630e-07
 3.503769329959e-01   +9.066685399451e-02   -1.6967e-03   +5.0652e-05   +1.9003e-04   -4.5674e-06   -5.1676e-07
 3.506919967038e-01   +9.093191645549e-02   -1.7006e-03   +5.0696e-05   +1.9041e-04   -4.5784e-06   -5.1723e-07
 3.510073437214e-01   +9.119772329370e-02   -1.7045e-03   +5.0740e-05   +1.9080e-04   -4.5895e-06   -5.1769e-07
 3.513229743032e-01   +9.146427654275e-02   -1.7085e-03   +5.0785e-05   +1.9118e-04   -4.6005e-06   -5.1815e-07
 3.516388887044e-01   +9.173157824174e-02   -1.7124e-03   +5.0829e-05   +1.9156e-04   -4.6116e-06   -5.1862e-07
 3.519550871801e-01   +9.199963043532e-02   -1.7163e-03   +5.0872e-05   +1.9194e-04   -4.6228e-06   -5.1908e-07
 3.522715699858e-01   +9.226843517364e-02   -1.7202e-03   +5.0916e-05   +1.9233e-04   -4.6339e-06   -5.1954e-07
 3.525883373772e-01   +9.253799451240e-02   -1.7242e-03   +5.0960e-05   +1.9271e-04   -4.6451e-06   -5.2001e-07
 3.529053896101e-01   +9.280831051286e-02   -1.7281e-03   +5.1004e-05   +1.9310e-04   -4.6563e-06   -5.2047e-07
 3.532227269406e-01   +9.307938524188e-02   -1.7321e-03   +5.1048e-05   +1.9348e-04   -4.6675e-06   -5.2093e-07
