# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in Escudero 2001.04466, JCAP 05 (2020) 048
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.044
# O_nu/mnu (eV) = 93.07
# s0 (cm^-3)    = 2906.92
# g_s0          = 3.930
# g_*0          = 3.383
# Definitions: a is the dimensionless scale factor, z_gam = a T_gam/m_e , z_nu = a T_nu/m_e, N is defined in Eq A.17 in 2001.04466
# t (s)        T_gam (MeV)    T_gam/T_nue    T_gam/T_numu   g*             gs             a              z_gam          z_nue          z_numu         N              
8.8088672E-01  9.2044957E-01  1.0047086E+00  1.0052805E+00  1.0551135E+01  1.0544691E+01  5.5851105E-01  1.0060299E+00  1.0013150E+00  1.0007454E+00  3.7052876E-03  
8.9745626E-01  9.1201084E-01  1.0048224E+00  1.0054007E+00  1.0547192E+01  1.0540815E+01  5.6374797E-01  1.0061531E+00  1.0013243E+00  1.0007484E+00  3.6868575E-03  
9.1434127E-01  9.0364947E-01  1.0049387E+00  1.0055233E+00  1.0543172E+01  1.0536868E+01  5.6903532E-01  1.0062788E+00  1.0013336E+00  1.0007514E+00  3.6681862E-03  
9.3154788E-01  8.9536477E-01  1.0050573E+00  1.0056482E+00  1.0539075E+01  1.0532846E+01  5.7437363E-01  1.0064069E+00  1.0013428E+00  1.0007544E+00  3.6492911E-03  
9.4908237E-01  8.8715601E-01  1.0051784E+00  1.0057757E+00  1.0534898E+01  1.0528750E+01  5.7976342E-01  1.0065374E+00  1.0013520E+00  1.0007573E+00  3.6301953E-03  
9.6695114E-01  8.7902252E-01  1.0053020E+00  1.0059057E+00  1.0530641E+01  1.0524577E+01  5.8520523E-01  1.0066704E+00  1.0013611E+00  1.0007602E+00  3.6109069E-03  
9.8516071E-01  8.7096359E-01  1.0054282E+00  1.0060382E+00  1.0526302E+01  1.0520327E+01  5.9069959E-01  1.0068059E+00  1.0013703E+00  1.0007631E+00  3.5914229E-03  
1.0037177E+00  8.6297855E-01  1.0055570E+00  1.0061733E+00  1.0521880E+01  1.0515998E+01  5.9624707E-01  1.0069441E+00  1.0013794E+00  1.0007660E+00  3.5717315E-03  
1.0226290E+00  8.5506671E-01  1.0056884E+00  1.0063111E+00  1.0517373E+01  1.0511590E+01  6.0184820E-01  1.0070849E+00  1.0013885E+00  1.0007689E+00  3.5518485E-03  
1.0419015E+00  8.4722741E-01  1.0058226E+00  1.0064516E+00  1.0512779E+01  1.0507100E+01  6.0750355E-01  1.0072283E+00  1.0013976E+00  1.0007717E+00  3.5317899E-03  
1.0615423E+00  8.3945999E-01  1.0059594E+00  1.0065948E+00  1.0508098E+01  1.0502527E+01  6.1321369E-01  1.0073745E+00  1.0014067E+00  1.0007745E+00  3.5115628E-03  
1.0815585E+00  8.3176377E-01  1.0060991E+00  1.0067409E+00  1.0503328E+01  1.0497870E+01  6.1897919E-01  1.0075234E+00  1.0014157E+00  1.0007773E+00  3.4911563E-03  
1.1019576E+00  8.2413812E-01  1.0062416E+00  1.0068897E+00  1.0498467E+01  1.0493128E+01  6.2480064E-01  1.0076752E+00  1.0014247E+00  1.0007801E+00  3.4705635E-03  
1.1227471E+00  8.1658237E-01  1.0063870E+00  1.0070415E+00  1.0493514E+01  1.0488299E+01  6.3067862E-01  1.0078298E+00  1.0014336E+00  1.0007828E+00  3.4497977E-03  
1.1439346E+00  8.0909590E-01  1.0065354E+00  1.0071962E+00  1.0488467E+01  1.0483382E+01  6.3661373E-01  1.0079874E+00  1.0014426E+00  1.0007856E+00  3.4288777E-03  
1.1655281E+00  8.0167806E-01  1.0066867E+00  1.0073539E+00  1.0483325E+01  1.0478375E+01  6.4260657E-01  1.0081479E+00  1.0014515E+00  1.0007883E+00  3.4078147E-03  
1.1875354E+00  7.9432823E-01  1.0068412E+00  1.0075146E+00  1.0478085E+01  1.0473277E+01  6.4865776E-01  1.0083115E+00  1.0014604E+00  1.0007909E+00  3.3866051E-03  
1.2099648E+00  7.8704579E-01  1.0069987E+00  1.0076785E+00  1.0472747E+01  1.0468086E+01  6.5476792E-01  1.0084782E+00  1.0014692E+00  1.0007936E+00  3.3652468E-03  
1.2328245E+00  7.7983011E-01  1.0071593E+00  1.0078455E+00  1.0467309E+01  1.0462802E+01  6.6093767E-01  1.0086479E+00  1.0014780E+00  1.0007962E+00  3.3437478E-03  
1.2561232E+00  7.7268059E-01  1.0073232E+00  1.0080157E+00  1.0461768E+01  1.0457421E+01  6.6716765E-01  1.0088209E+00  1.0014868E+00  1.0007988E+00  3.3221217E-03  
1.2798694E+00  7.6559661E-01  1.0074904E+00  1.0081891E+00  1.0456124E+01  1.0451943E+01  6.7345849E-01  1.0089971E+00  1.0014956E+00  1.0008014E+00  3.3003729E-03  
1.3040720E+00  7.5857758E-01  1.0076609E+00  1.0083659E+00  1.0450375E+01  1.0446367E+01  6.7981086E-01  1.0091767E+00  1.0015043E+00  1.0008040E+00  3.2785073E-03  
1.3287401E+00  7.5162289E-01  1.0078347E+00  1.0085461E+00  1.0444518E+01  1.0440690E+01  6.8622541E-01  1.0093596E+00  1.0015130E+00  1.0008066E+00  3.2565183E-03  
1.3538830E+00  7.4473197E-01  1.0080121E+00  1.0087297E+00  1.0438552E+01  1.0434911E+01  6.9270282E-01  1.0095459E+00  1.0015216E+00  1.0008091E+00  3.2344189E-03  
1.3795099E+00  7.3790423E-01  1.0081929E+00  1.0089168E+00  1.0432476E+01  1.0429029E+01  6.9924375E-01  1.0097357E+00  1.0015302E+00  1.0008116E+00  3.2121960E-03  
1.4056306E+00  7.3113908E-01  1.0083773E+00  1.0091075E+00  1.0426287E+01  1.0423041E+01  7.0584889E-01  1.0099290E+00  1.0015388E+00  1.0008141E+00  3.1898606E-03  
1.4322549E+00  7.2443596E-01  1.0085653E+00  1.0093018E+00  1.0419984E+01  1.0416947E+01  7.1251894E-01  1.0101259E+00  1.0015473E+00  1.0008165E+00  3.1674343E-03  
1.4593928E+00  7.1779429E-01  1.0087571E+00  1.0094998E+00  1.0413564E+01  1.0410744E+01  7.1925461E-01  1.0103265E+00  1.0015558E+00  1.0008190E+00  3.1449371E-03  
1.4870546E+00  7.1121351E-01  1.0089525E+00  1.0097015E+00  1.0407026E+01  1.0404430E+01  7.2605660E-01  1.0105309E+00  1.0015643E+00  1.0008214E+00  3.1223563E-03  
1.5152507E+00  7.0469307E-01  1.0091518E+00  1.0099071E+00  1.0400368E+01  1.0398005E+01  7.3292564E-01  1.0107390E+00  1.0015727E+00  1.0008238E+00  3.0996828E-03  
1.5439918E+00  6.9823240E-01  1.0093550E+00  1.0101165E+00  1.0393588E+01  1.0391466E+01  7.3986246E-01  1.0109510E+00  1.0015811E+00  1.0008261E+00  3.0769157E-03  
1.5732889E+00  6.9183097E-01  1.0095622E+00  1.0103298E+00  1.0386683E+01  1.0384811E+01  7.4686780E-01  1.0111669E+00  1.0015895E+00  1.0008285E+00  3.0540659E-03  
1.6031530E+00  6.8548823E-01  1.0097734E+00  1.0105472E+00  1.0379653E+01  1.0378039E+01  7.5394242E-01  1.0113868E+00  1.0015978E+00  1.0008308E+00  3.0311423E-03  
1.6335955E+00  6.7920363E-01  1.0099886E+00  1.0107687E+00  1.0372495E+01  1.0371148E+01  7.6108707E-01  1.0116108E+00  1.0016061E+00  1.0008331E+00  3.0081513E-03  
1.6646280E+00  6.7297666E-01  1.0102081E+00  1.0109943E+00  1.0365206E+01  1.0364136E+01  7.6830253E-01  1.0118389E+00  1.0016143E+00  1.0008354E+00  2.9851027E-03  
1.6962625E+00  6.6680677E-01  1.0104317E+00  1.0112241E+00  1.0357785E+01  1.0357001E+01  7.7558958E-01  1.0120712E+00  1.0016225E+00  1.0008377E+00  2.9619980E-03  
1.7285110E+00  6.6069345E-01  1.0106597E+00  1.0114583E+00  1.0350230E+01  1.0349742E+01  7.8294902E-01  1.0123078E+00  1.0016307E+00  1.0008399E+00  2.9388362E-03  
1.7613859E+00  6.5463617E-01  1.0108921E+00  1.0116968E+00  1.0342539E+01  1.0342355E+01  7.9038164E-01  1.0125488E+00  1.0016388E+00  1.0008421E+00  2.9156173E-03  
1.7948999E+00  6.4863443E-01  1.0111289E+00  1.0119397E+00  1.0334709E+01  1.0334841E+01  7.9788826E-01  1.0127941E+00  1.0016469E+00  1.0008443E+00  2.8923444E-03  
1.8290659E+00  6.4268772E-01  1.0113703E+00  1.0121872E+00  1.0326738E+01  1.0327196E+01  8.0546971E-01  1.0130440E+00  1.0016549E+00  1.0008465E+00  2.8690275E-03  
1.8638970E+00  6.3679552E-01  1.0116162E+00  1.0124392E+00  1.0318624E+01  1.0319418E+01  8.1312683E-01  1.0132985E+00  1.0016629E+00  1.0008487E+00  2.8456751E-03  
1.8994067E+00  6.3095734E-01  1.0118669E+00  1.0126960E+00  1.0310365E+01  1.0311506E+01  8.2086046E-01  1.0135576E+00  1.0016709E+00  1.0008508E+00  2.8222883E-03  
1.9356089E+00  6.2517269E-01  1.0121223E+00  1.0129575E+00  1.0301958E+01  1.0303458E+01  8.2867146E-01  1.0138215E+00  1.0016788E+00  1.0008529E+00  2.7988635E-03  
1.9725176E+00  6.1944108E-01  1.0123826E+00  1.0132238E+00  1.0293402E+01  1.0295271E+01  8.3656071E-01  1.0140901E+00  1.0016867E+00  1.0008550E+00  2.7754043E-03  
2.0101471E+00  6.1376201E-01  1.0126478E+00  1.0134950E+00  1.0284694E+01  1.0286944E+01  8.4452909E-01  1.0143637E+00  1.0016945E+00  1.0008571E+00  2.7519288E-03  
2.0485121E+00  6.0813500E-01  1.0129180E+00  1.0137713E+00  1.0275831E+01  1.0278474E+01  8.5257749E-01  1.0146423E+00  1.0017023E+00  1.0008592E+00  2.7284502E-03  
2.0876277E+00  6.0255959E-01  1.0131934E+00  1.0140526E+00  1.0266812E+01  1.0269860E+01  8.6070684E-01  1.0149259E+00  1.0017100E+00  1.0008612E+00  2.7049501E-03  
2.1275092E+00  5.9703529E-01  1.0134739E+00  1.0143391E+00  1.0257633E+01  1.0261099E+01  8.6891804E-01  1.0152147E+00  1.0017177E+00  1.0008632E+00  2.6814190E-03  
2.1681722E+00  5.9156163E-01  1.0137597E+00  1.0146309E+00  1.0248293E+01  1.0252189E+01  8.7721203E-01  1.0155088E+00  1.0017254E+00  1.0008652E+00  2.6578641E-03  
2.2096328E+00  5.8613816E-01  1.0140508E+00  1.0149280E+00  1.0238790E+01  1.0243128E+01  8.8558977E-01  1.0158081E+00  1.0017330E+00  1.0008672E+00  2.6343152E-03  
2.2519073E+00  5.8076442E-01  1.0143474E+00  1.0152305E+00  1.0229119E+01  1.0233914E+01  8.9405221E-01  1.0161129E+00  1.0017405E+00  1.0008692E+00  2.6107749E-03  
2.2950124E+00  5.7543994E-01  1.0146496E+00  1.0155386E+00  1.0219280E+01  1.0224545E+01  9.0260033E-01  1.0164232E+00  1.0017481E+00  1.0008711E+00  2.5872280E-03  
2.3389653E+00  5.7016427E-01  1.0149574E+00  1.0158523E+00  1.0209270E+01  1.0215018E+01  9.1123512E-01  1.0167392E+00  1.0017555E+00  1.0008731E+00  2.5636661E-03  
2.3837834E+00  5.6493697E-01  1.0152709E+00  1.0161717E+00  1.0199086E+01  1.0205331E+01  9.1995758E-01  1.0170608E+00  1.0017630E+00  1.0008750E+00  2.5401010E-03  
2.4294845E+00  5.5975760E-01  1.0155902E+00  1.0164969E+00  1.0188725E+01  1.0195483E+01  9.2876873E-01  1.0173882E+00  1.0017704E+00  1.0008768E+00  2.5165524E-03  
2.4760869E+00  5.5462571E-01  1.0159155E+00  1.0168280E+00  1.0178186E+01  1.0185470E+01  9.3766960E-01  1.0177215E+00  1.0017777E+00  1.0008787E+00  2.4930176E-03  
2.5236093E+00  5.4954087E-01  1.0162468E+00  1.0171651E+00  1.0167465E+01  1.0175291E+01  9.4666125E-01  1.0180608E+00  1.0017850E+00  1.0008806E+00  2.4694967E-03  
2.5720708E+00  5.4450265E-01  1.0165842E+00  1.0175083E+00  1.0156559E+01  1.0164943E+01  9.5574472E-01  1.0184061E+00  1.0017923E+00  1.0008824E+00  2.4459903E-03  
2.6214907E+00  5.3951062E-01  1.0169278E+00  1.0178577E+00  1.0145467E+01  1.0154424E+01  9.6492111E-01  1.0187577E+00  1.0017995E+00  1.0008842E+00  2.4225028E-03  
2.6718892E+00  5.3456436E-01  1.0172777E+00  1.0182135E+00  1.0134186E+01  1.0143731E+01  9.7419150E-01  1.0191156E+00  1.0018066E+00  1.0008860E+00  2.3990328E-03  
2.7232865E+00  5.2966344E-01  1.0176341E+00  1.0185756E+00  1.0122712E+01  1.0132863E+01  9.8355701E-01  1.0194798E+00  1.0018137E+00  1.0008878E+00  2.3755765E-03  
2.7757034E+00  5.2480746E-01  1.0179970E+00  1.0189442E+00  1.0111044E+01  1.0121817E+01  9.9301876E-01  1.0198506E+00  1.0018208E+00  1.0008895E+00  2.3521560E-03  
2.8291614E+00  5.1999600E-01  1.0183666E+00  1.0193195E+00  1.0099178E+01  1.0110590E+01  1.0025779E+00  1.0202280E+00  1.0018278E+00  1.0008912E+00  2.3287702E-03  
2.8836822E+00  5.1522864E-01  1.0187429E+00  1.0197015E+00  1.0087112E+01  1.0099180E+01  1.0122356E+00  1.0206121E+00  1.0018348E+00  1.0008930E+00  2.3054185E-03  
2.9392880E+00  5.1050500E-01  1.0191260E+00  1.0200903E+00  1.0074843E+01  1.0087585E+01  1.0219930E+00  1.0210030E+00  1.0018417E+00  1.0008947E+00  2.2820980E-03  
2.9960017E+00  5.0582466E-01  1.0195161E+00  1.0204861E+00  1.0062369E+01  1.0075803E+01  1.0318513E+00  1.0214008E+00  1.0018486E+00  1.0008963E+00  2.2588081E-03  
3.0538465E+00  5.0118723E-01  1.0199133E+00  1.0208890E+00  1.0049686E+01  1.0063830E+01  1.0418117E+00  1.0218057E+00  1.0018555E+00  1.0008980E+00  2.2355585E-03  
3.1128464E+00  4.9659232E-01  1.0203177E+00  1.0212990E+00  1.0036791E+01  1.0051665E+01  1.0518755E+00  1.0222178E+00  1.0018623E+00  1.0008996E+00  2.2123590E-03  
3.1730256E+00  4.9203954E-01  1.0207294E+00  1.0217164E+00  1.0023683E+01  1.0039305E+01  1.0620439E+00  1.0226372E+00  1.0018690E+00  1.0009013E+00  2.1892119E-03  
3.2344090E+00  4.8752849E-01  1.0211486E+00  1.0221411E+00  1.0010358E+01  1.0026748E+01  1.0723182E+00  1.0230640E+00  1.0018757E+00  1.0009029E+00  2.1661124E-03  
3.2970223E+00  4.8305880E-01  1.0215753E+00  1.0225734E+00  9.9968131E+00  1.0013991E+01  1.0826997E+00  1.0234982E+00  1.0018824E+00  1.0009045E+00  2.1430594E-03  
3.3608915E+00  4.7863009E-01  1.0220096E+00  1.0230133E+00  9.9830457E+00  1.0001032E+01  1.0931896E+00  1.0239402E+00  1.0018890E+00  1.0009060E+00  2.1200528E-03  
3.4260433E+00  4.7424199E-01  1.0224518E+00  1.0234610E+00  9.9690529E+00  9.9878676E+00  1.1037893E+00  1.0243899E+00  1.0018955E+00  1.0009076E+00  2.0970882E-03  
3.4925049E+00  4.6989411E-01  1.0229018E+00  1.0239166E+00  9.9548320E+00  9.9744963E+00  1.1145001E+00  1.0248474E+00  1.0019020E+00  1.0009091E+00  2.0741764E-03  
3.5603044E+00  4.6558609E-01  1.0233599E+00  1.0243802E+00  9.9403799E+00  9.9609152E+00  1.1253235E+00  1.0253130E+00  1.0019085E+00  1.0009107E+00  2.0513253E-03  
3.6294702E+00  4.6131757E-01  1.0238262E+00  1.0248519E+00  9.9256939E+00  9.9471220E+00  1.1362607E+00  1.0257868E+00  1.0019149E+00  1.0009122E+00  2.0285389E-03  
3.7000317E+00  4.5708819E-01  1.0243008E+00  1.0253320E+00  9.9107711E+00  9.9331141E+00  1.1473133E+00  1.0262688E+00  1.0019213E+00  1.0009137E+00  2.0058151E-03  
3.7720188E+00  4.5289758E-01  1.0247838E+00  1.0258204E+00  9.8956086E+00  9.9188890E+00  1.1584826E+00  1.0267592E+00  1.0019276E+00  1.0009151E+00  1.9831518E-03  
3.8454620E+00  4.4874539E-01  1.0252753E+00  1.0263174E+00  9.8802035E+00  9.9044442E+00  1.1697700E+00  1.0272581E+00  1.0019339E+00  1.0009166E+00  1.9605565E-03  
3.9203928E+00  4.4463127E-01  1.0257756E+00  1.0268231E+00  9.8645529E+00  9.8897773E+00  1.1811772E+00  1.0277657E+00  1.0019401E+00  1.0009180E+00  1.9380284E-03  
3.9968431E+00  4.4055486E-01  1.0262847E+00  1.0273376E+00  9.8486539E+00  9.8748857E+00  1.1927054E+00  1.0282822E+00  1.0019463E+00  1.0009194E+00  1.9155706E-03  
4.0748458E+00  4.3651583E-01  1.0268027E+00  1.0278610E+00  9.8325038E+00  9.8597670E+00  1.2043564E+00  1.0288075E+00  1.0019525E+00  1.0009209E+00  1.8931840E-03  
4.1544346E+00  4.3251383E-01  1.0273299E+00  1.0283935E+00  9.8160995E+00  9.8444186E+00  1.2161316E+00  1.0293419E+00  1.0019586E+00  1.0009222E+00  1.8708707E-03  
4.2356437E+00  4.2854852E-01  1.0278662E+00  1.0289352E+00  9.7994383E+00  9.8288382E+00  1.2280326E+00  1.0298856E+00  1.0019646E+00  1.0009236E+00  1.8486275E-03  
4.3185083E+00  4.2461956E-01  1.0284120E+00  1.0294863E+00  9.7825172E+00  9.8130232E+00  1.2400609E+00  1.0304386E+00  1.0019706E+00  1.0009250E+00  1.8264646E-03  
4.4030645E+00  4.2072663E-01  1.0289673E+00  1.0300470E+00  9.7653334E+00  9.7969711E+00  1.2522183E+00  1.0310011E+00  1.0019766E+00  1.0009263E+00  1.8043676E-03  
4.4893492E+00  4.1686938E-01  1.0295323E+00  1.0306172E+00  9.7478841E+00  9.7806796E+00  1.2645063E+00  1.0315733E+00  1.0019825E+00  1.0009276E+00  1.7823471E-03  
4.5774000E+00  4.1304750E-01  1.0301071E+00  1.0311973E+00  9.7301663E+00  9.7641462E+00  1.2769266E+00  1.0321552E+00  1.0019883E+00  1.0009290E+00  1.7604046E-03  
4.6672557E+00  4.0926066E-01  1.0306918E+00  1.0317873E+00  9.7121774E+00  9.7473684E+00  1.2894809E+00  1.0327471E+00  1.0019941E+00  1.0009303E+00  1.7385436E-03  
4.7589558E+00  4.0550854E-01  1.0312867E+00  1.0323874E+00  9.6939144E+00  9.7303438E+00  1.3021709E+00  1.0333491E+00  1.0019999E+00  1.0009315E+00  1.7167924E-03  
4.8525408E+00  4.0179081E-01  1.0318918E+00  1.0329978E+00  9.6753747E+00  9.7130701E+00  1.3149984E+00  1.0339614E+00  1.0020056E+00  1.0009328E+00  1.6951541E-03  
4.9480522E+00  3.9810717E-01  1.0325074E+00  1.0336186E+00  9.6565553E+00  9.6955449E+00  1.3279652E+00  1.0345840E+00  1.0020113E+00  1.0009340E+00  1.6736027E-03  
5.0455324E+00  3.9445730E-01  1.0331335E+00  1.0342499E+00  9.6374537E+00  9.6777658E+00  1.3410729E+00  1.0352173E+00  1.0020169E+00  1.0009353E+00  1.6521214E-03  
5.1450250E+00  3.9084090E-01  1.0337704E+00  1.0348920E+00  9.6180670E+00  9.6597304E+00  1.3543236E+00  1.0358612E+00  1.0020225E+00  1.0009365E+00  1.6307262E-03  
5.2465744E+00  3.8725764E-01  1.0344181E+00  1.0355449E+00  9.5983925E+00  9.6414365E+00  1.3677190E+00  1.0365160E+00  1.0020280E+00  1.0009377E+00  1.6094169E-03  
5.3502263E+00  3.8370725E-01  1.0350769E+00  1.0362089E+00  9.5784277E+00  9.6228818E+00  1.3812611E+00  1.0371818E+00  1.0020335E+00  1.0009389E+00  1.5882026E-03  
5.4560274E+00  3.8018940E-01  1.0357469E+00  1.0368840E+00  9.5581698E+00  9.6040640E+00  1.3949517E+00  1.0378588E+00  1.0020390E+00  1.0009401E+00  1.5670841E-03  
5.5640255E+00  3.7670380E-01  1.0364283E+00  1.0375706E+00  9.5376163E+00  9.5849808E+00  1.4087928E+00  1.0385471E+00  1.0020444E+00  1.0009412E+00  1.5460812E-03  
5.6742696E+00  3.7325016E-01  1.0371212E+00  1.0382686E+00  9.5167645E+00  9.5656302E+00  1.4227863E+00  1.0392470E+00  1.0020497E+00  1.0009424E+00  1.5251749E-03  
5.7868100E+00  3.6982818E-01  1.0378258E+00  1.0389783E+00  9.4956121E+00  9.5460100E+00  1.4369344E+00  1.0399586E+00  1.0020550E+00  1.0009435E+00  1.5043078E-03  
5.9016979E+00  3.6643757E-01  1.0385423E+00  1.0396999E+00  9.4741564E+00  9.5261179E+00  1.4512390E+00  1.0406820E+00  1.0020603E+00  1.0009446E+00  1.4835004E-03  
6.0189860E+00  3.6307805E-01  1.0392708E+00  1.0404335E+00  9.4523951E+00  9.5059519E+00  1.4657022E+00  1.0414174E+00  1.0020655E+00  1.0009457E+00  1.4628029E-03  
6.1387283E+00  3.5974934E-01  1.0400115E+00  1.0411793E+00  9.4303257E+00  9.4855101E+00  1.4803261E+00  1.0421650E+00  1.0020706E+00  1.0009468E+00  1.4422638E-03  
6.2609800E+00  3.5645113E-01  1.0407646E+00  1.0419374E+00  9.4079460E+00  9.4647903E+00  1.4951129E+00  1.0429250E+00  1.0020758E+00  1.0009479E+00  1.4218786E-03  
6.3857978E+00  3.5318317E-01  1.0415303E+00  1.0427081E+00  9.3852536E+00  9.4437907E+00  1.5100647E+00  1.0436975E+00  1.0020808E+00  1.0009489E+00  1.4016602E-03  
6.5132395E+00  3.4994517E-01  1.0423086E+00  1.0434914E+00  9.3622463E+00  9.4225092E+00  1.5251837E+00  1.0444827E+00  1.0020859E+00  1.0009500E+00  1.3815920E-03  
6.6433647E+00  3.4673685E-01  1.0430999E+00  1.0442877E+00  9.3389219E+00  9.4009442E+00  1.5404723E+00  1.0452808E+00  1.0020909E+00  1.0009510E+00  1.3615970E-03  
6.7762341E+00  3.4355795E-01  1.0439042E+00  1.0450970E+00  9.3152784E+00  9.3790937E+00  1.5559326E+00  1.0460920E+00  1.0020958E+00  1.0009520E+00  1.3415592E-03  
6.9119103E+00  3.4040819E-01  1.0447217E+00  1.0459196E+00  9.2913136E+00  9.3569560E+00  1.5715670E+00  1.0469164E+00  1.0021007E+00  1.0009530E+00  1.3216204E-03  
7.0504569E+00  3.3728731E-01  1.0455527E+00  1.0467555E+00  9.2670257E+00  9.3345295E+00  1.5873778E+00  1.0477542E+00  1.0021055E+00  1.0009540E+00  1.3019001E-03  
7.1919396E+00  3.3419504E-01  1.0463973E+00  1.0476051E+00  9.2424126E+00  9.3118125E+00  1.6033674E+00  1.0486056E+00  1.0021103E+00  1.0009550E+00  1.2823877E-03  
7.3364254E+00  3.3113112E-01  1.0472557E+00  1.0484684E+00  9.2174726E+00  9.2888034E+00  1.6195383E+00  1.0494707E+00  1.0021151E+00  1.0009560E+00  1.2629714E-03  
7.4839831E+00  3.2809529E-01  1.0481280E+00  1.0493457E+00  9.1922040E+00  9.2655008E+00  1.6358929E+00  1.0503498E+00  1.0021198E+00  1.0009569E+00  1.2435170E-03  
7.6346832E+00  3.2508730E-01  1.0490145E+00  1.0502371E+00  9.1666049E+00  9.2419032E+00  1.6524337E+00  1.0512431E+00  1.0021245E+00  1.0009578E+00  1.2241589E-03  
7.7885977E+00  3.2210688E-01  1.0499153E+00  1.0511429E+00  9.1406740E+00  9.2180093E+00  1.6691633E+00  1.0521507E+00  1.0021291E+00  1.0009588E+00  1.2050214E-03  
7.9458008E+00  3.1915379E-01  1.0508306E+00  1.0520631E+00  9.1144097E+00  9.1938179E+00  1.6860843E+00  1.0530727E+00  1.0021337E+00  1.0009597E+00  1.1861193E-03  
8.1063683E+00  3.1622777E-01  1.0517607E+00  1.0529980E+00  9.0878105E+00  9.1693276E+00  1.7031991E+00  1.0540095E+00  1.0021382E+00  1.0009606E+00  1.1673202E-03  
8.2703779E+00  3.1332857E-01  1.0527056E+00  1.0539478E+00  9.0608752E+00  9.1445375E+00  1.7205107E+00  1.0549612E+00  1.0021427E+00  1.0009615E+00  1.1485809E-03  
8.4379091E+00  3.1045596E-01  1.0536655E+00  1.0549127E+00  9.0336026E+00  9.1194464E+00  1.7380215E+00  1.0559279E+00  1.0021471E+00  1.0009623E+00  1.1299269E-03  
8.6090438E+00  3.0760968E-01  1.0546407E+00  1.0558928E+00  9.0059916E+00  9.0940535E+00  1.7557344E+00  1.0569098E+00  1.0021515E+00  1.0009632E+00  1.1113632E-03  
8.7838655E+00  3.0478950E-01  1.0556314E+00  1.0568883E+00  8.9780412E+00  9.0683578E+00  1.7736522E+00  1.0579072E+00  1.0021559E+00  1.0009640E+00  1.0928925E-03  
8.9624600E+00  3.0199517E-01  1.0566377E+00  1.0578995E+00  8.9497505E+00  9.0423587E+00  1.7917777E+00  1.0589202E+00  1.0021602E+00  1.0009649E+00  1.0745956E-03  
9.1449151E+00  2.9922646E-01  1.0576598E+00  1.0589264E+00  8.9211187E+00  9.0160555E+00  1.8101138E+00  1.0599490E+00  1.0021644E+00  1.0009657E+00  1.0565495E-03  
9.3313211E+00  2.9648314E-01  1.0586979E+00  1.0599694E+00  8.8921453E+00  8.9894476E+00  1.8286633E+00  1.0609938E+00  1.0021686E+00  1.0009665E+00  1.0386520E-03  
9.5217702E+00  2.9376497E-01  1.0597522E+00  1.0610285E+00  8.8628296E+00  8.9625346E+00  1.8474293E+00  1.0620548E+00  1.0021728E+00  1.0009673E+00  1.0208553E-03  
9.7163571E+00  2.9107171E-01  1.0608228E+00  1.0621040E+00  8.8331713E+00  8.9353161E+00  1.8664148E+00  1.0631322E+00  1.0021769E+00  1.0009681E+00  1.0031459E-03  
9.9151788E+00  2.8840315E-01  1.0619100E+00  1.0631960E+00  8.8031701E+00  8.9077919E+00  1.8856227E+00  1.0642261E+00  1.0021810E+00  1.0009688E+00  9.8556244E-04  
1.0118335E+01  2.8575905E-01  1.0630140E+00  1.0643048E+00  8.7728259E+00  8.8799619E+00  1.9050563E+00  1.0653368E+00  1.0021851E+00  1.0009696E+00  9.6812402E-04  
1.0325927E+01  2.8313920E-01  1.0641349E+00  1.0654305E+00  8.7421387E+00  8.8518260E+00  1.9247186E+00  1.0664644E+00  1.0021891E+00  1.0009703E+00  9.5082740E-04  
1.0538060E+01  2.8054336E-01  1.0652729E+00  1.0665734E+00  8.7111086E+00  8.8233844E+00  1.9446129E+00  1.0676091E+00  1.0021930E+00  1.0009711E+00  9.3368074E-04  
1.0754841E+01  2.7797133E-01  1.0664282E+00  1.0677335E+00  8.6797359E+00  8.7946373E+00  1.9647423E+00  1.0687711E+00  1.0021969E+00  1.0009718E+00  9.1668246E-04  
1.0976379E+01  2.7542287E-01  1.0676010E+00  1.0689111E+00  8.6480211E+00  8.7655852E+00  1.9851103E+00  1.0699506E+00  1.0022008E+00  1.0009725E+00  8.9980134E-04  
1.1202787E+01  2.7289778E-01  1.0687915E+00  1.0701064E+00  8.6159647E+00  8.7362284E+00  2.0057200E+00  1.0711478E+00  1.0022046E+00  1.0009732E+00  8.8300976E-04  
1.1434181E+01  2.7039584E-01  1.0699999E+00  1.0713195E+00  8.5835675E+00  8.7065675E+00  2.0265749E+00  1.0723629E+00  1.0022084E+00  1.0009739E+00  8.6635149E-04  
1.1670679E+01  2.6791683E-01  1.0712263E+00  1.0725507E+00  8.5508303E+00  8.6766035E+00  2.0476785E+00  1.0735959E+00  1.0022121E+00  1.0009746E+00  8.4987032E-04  
1.1912402E+01  2.6546056E-01  1.0724708E+00  1.0738000E+00  8.5177544E+00  8.6463371E+00  2.0690341E+00  1.0748472E+00  1.0022158E+00  1.0009752E+00  8.3357894E-04  
1.2159474E+01  2.6302680E-01  1.0737338E+00  1.0750678E+00  8.4843409E+00  8.6157695E+00  2.0906454E+00  1.0761169E+00  1.0022195E+00  1.0009759E+00  8.1746182E-04  
