# interacting QED pressure, [p^{(n)}] = MeV^4 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.XXXXX with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   p^{(0)},   p^{(2)non-log},   p^{(2)log},   p^{(3)},   p^{(4)},   p^{(5)}
 1.365774833119e-02   +7.631390108305e-09   -2.3516e-26   +5.6848e-41   +5.1769e-33   -1.0230e-13   -1.3548e-14
 1.367002956442e-02   +7.658876153774e-09   -2.4397e-26   +6.0910e-41   +5.4536e-33   -1.0267e-13   -1.3597e-14
 1.368232184110e-02   +7.686461195976e-09   -2.5310e-26   +6.5258e-41   +5.7447e-33   -1.0304e-13   -1.3646e-14
 1.369462517116e-02   +7.714145591470e-09   -2.6256e-26   +6.9913e-41   +6.0511e-33   -1.0341e-13   -1.3695e-14
 1.370693956454e-02   +7.741929698096e-09   -2.7237e-26   +7.4895e-41   +6.3736e-33   -1.0378e-13   -1.3744e-14
 1.371926503120e-02   +7.769813874986e-09   -2.8254e-26   +8.0228e-41   +6.7130e-33   -1.0415e-13   -1.3794e-14
 1.373160158108e-02   +7.797798482564e-09   -2.9308e-26   +8.5934e-41   +7.0702e-33   -1.0453e-13   -1.3844e-14
 1.374394922416e-02   +7.825883882550e-09   -3.0400e-26   +9.2042e-41   +7.4460e-33   -1.0491e-13   -1.3893e-14
 1.375630797040e-02   +7.854070437971e-09   -3.1532e-26   +9.8577e-41   +7.8414e-33   -1.0529e-13   -1.3943e-14
 1.376867782980e-02   +7.882358513159e-09   -3.2705e-26   +1.0557e-40   +8.2574e-33   -1.0566e-13   -1.3994e-14
 1.378105881234e-02   +7.910748473759e-09   -3.3921e-26   +1.1305e-40   +8.6951e-33   -1.0605e-13   -1.4044e-14
 1.379345092803e-02   +7.939240686731e-09   -3.5180e-26   +1.2106e-40   +9.1557e-33   -1.0643e-13   -1.4095e-14
 1.380585418688e-02   +7.967835520359e-09   -3.6486e-26   +1.2962e-40   +9.6402e-33   -1.0681e-13   -1.4145e-14
 1.381826859891e-02   +7.996533344254e-09   -3.7839e-26   +1.3878e-40   +1.0150e-32   -1.0719e-13   -1.4196e-14
 1.383069417415e-02   +8.025334529355e-09   -3.9241e-26   +1.4859e-40   +1.0686e-32   -1.0758e-13   -1.4247e-14
 1.384313092263e-02   +8.054239447941e-09   -4.0693e-26   +1.5907e-40   +1.1250e-32   -1.0797e-13   -1.4299e-14
 1.385557885441e-02   +8.083248473628e-09   -4.2198e-26   +1.7028e-40   +1.1843e-32   -1.0836e-13   -1.4350e-14
 1.386803797954e-02   +8.112361981381e-09   -4.3758e-26   +1.8228e-40   +1.2467e-32   -1.0875e-13   -1.4402e-14
 1.388050830808e-02   +8.141580347512e-09   -4.5373e-26   +1.9510e-40   +1.3123e-32   -1.0914e-13   -1.4454e-14
 1.389298985011e-02   +8.170903949692e-09   -4.7047e-26   +2.0882e-40   +1.3813e-32   -1.0953e-13   -1.4506e-14
 1.390548261571e-02   +8.200333166951e-09   -4.8782e-26   +2.2348e-40   +1.4539e-32   -1.0993e-13   -1.4558e-14
 1.391798661498e-02   +8.229868379682e-09   -5.0578e-26   +2.3917e-40   +1.5302e-32   -1.1032e-13   -1.4611e-14
 1.393050185802e-02   +8.259509969651e-09   -5.2440e-26   +2.5593e-40   +1.6105e-32   -1.1072e-13   -1.4663e-14
 1.394302835493e-02   +8.289258319998e-09   -5.4368e-26   +2.7386e-40   +1.6949e-32   -1.1112e-13   -1.4716e-14
 1.395556611584e-02   +8.319113815242e-09   -5.6365e-26   +2.9303e-40   +1.7836e-32   -1.1152e-13   -1.4769e-14
 1.396811515087e-02   +8.349076841288e-09   -5.8434e-26   +3.1352e-40   +1.8769e-32   -1.1192e-13   -1.4822e-14
 1.398067547017e-02   +8.379147785431e-09   -6.0578e-26   +3.3542e-40   +1.9750e-32   -1.1232e-13   -1.4876e-14
 1.399324708388e-02   +8.409327036361e-09   -6.2798e-26   +3.5883e-40   +2.0781e-32   -1.1273e-13   -1.4929e-14
 1.400583000215e-02   +8.439614984166e-09   -6.5097e-26   +3.8385e-40   +2.1865e-32   -1.1313e-13   -1.4983e-14
 1.401842423515e-02   +8.470012020341e-09   -6.7479e-26   +4.1059e-40   +2.3005e-32   -1.1354e-13   -1.5037e-14
 1.403102979306e-02   +8.500518537792e-09   -6.9945e-26   +4.3917e-40   +2.4203e-32   -1.1395e-13   -1.5091e-14
 1.404364668606e-02   +8.531134930837e-09   -7.2500e-26   +4.6971e-40   +2.5462e-32   -1.1436e-13   -1.5145e-14
 1.405627492435e-02   +8.561861595217e-09   -7.5146e-26   +5.0235e-40   +2.6785e-32   -1.1477e-13   -1.5200e-14
 1.406891451811e-02   +8.592698928096e-09   -7.7886e-26   +5.3722e-40   +2.8176e-32   -1.1519e-13   -1.5255e-14
 1.408156547757e-02   +8.623647328071e-09   -8.0724e-26   +5.7447e-40   +2.9639e-32   -1.1560e-13   -1.5310e-14
 1.409422781295e-02   +8.654707195172e-09   -8.3663e-26   +6.1428e-40   +3.1175e-32   -1.1602e-13   -1.5365e-14
 1.410690153447e-02   +8.685878930873e-09   -8.6706e-26   +6.5680e-40   +3.2790e-32   -1.1643e-13   -1.5420e-14
 1.411958665237e-02   +8.717162938091e-09   -8.9857e-26   +7.0223e-40   +3.4487e-32   -1.1686e-13   -1.5476e-14
 1.413228317690e-02   +8.748559621195e-09   -9.3120e-26   +7.5076e-40   +3.6270e-32   -1.1727e-13   -1.5531e-14
 1.414499111832e-02   +8.780069386011e-09   -9.6498e-26   +8.0259e-40   +3.8143e-32   -1.1770e-13   -1.5587e-14
 1.415771048690e-02   +8.811692639826e-09   -9.9997e-26   +8.5795e-40   +4.0112e-32   -1.1812e-13   -1.5644e-14
 1.417044129290e-02   +8.843429791396e-09   -1.0362e-25   +9.1708e-40   +4.2181e-32   -1.1855e-13   -1.5700e-14
 1.418318354662e-02   +8.875281250946e-09   -1.0737e-25   +9.8022e-40   +4.4354e-32   -1.1897e-13   -1.5756e-14
 1.419593725835e-02   +8.907247430180e-09   -1.1125e-25   +1.0477e-39   +4.6637e-32   -1.1940e-13   -1.5813e-14
 1.420870243838e-02   +8.939328742286e-09   -1.1527e-25   +1.1197e-39   +4.9035e-32   -1.1983e-13   -1.5870e-14
 1.422147909704e-02   +8.971525601939e-09   -1.1943e-25   +1.1965e-39   +5.1555e-32   -1.2026e-13   -1.5927e-14
 1.423426724465e-02   +9.003838425306e-09   -1.2374e-25   +1.2786e-39   +5.4201e-32   -1.2070e-13   -1.5985e-14
 1.424706689153e-02   +9.036267630056e-09   -1.2820e-25   +1.3663e-39   +5.6982e-32   -1.2113e-13   -1.6042e-14
 1.425987804803e-02   +9.068813635361e-09   -1.3282e-25   +1.4598e-39   +5.9902e-32   -1.2157e-13   -1.6100e-14
 1.427270072450e-02   +9.101476861901e-09   -1.3760e-25   +1.5597e-39   +6.2969e-32   -1.2201e-13   -1.6158e-14
 1.428553493129e-02   +9.134257731875e-09   -1.4254e-25   +1.6663e-39   +6.6190e-32   -1.2245e-13   -1.6216e-14
 1.429838067877e-02   +9.167156668999e-09   -1.4766e-25   +1.7801e-39   +6.9573e-32   -1.2289e-13   -1.6275e-14
 1.431123797733e-02   +9.200174098516e-09   -1.5296e-25   +1.9016e-39   +7.3125e-32   -1.2333e-13   -1.6333e-14
 1.432410683734e-02   +9.233310447203e-09   -1.5845e-25   +2.0312e-39   +7.6856e-32   -1.2377e-13   -1.6392e-14
 1.433698726921e-02   +9.266566143370e-09   -1.6413e-25   +2.1696e-39   +8.0774e-32   -1.2422e-13   -1.6451e-14
 1.434987928334e-02   +9.299941616874e-09   -1.7000e-25   +2.3172e-39   +8.4887e-32   -1.2467e-13   -1.6510e-14
 1.436278289014e-02   +9.333437299116e-09   -1.7608e-25   +2.4748e-39   +8.9206e-32   -1.2512e-13   -1.6570e-14
 1.437569810004e-02   +9.367053623055e-09   -1.8238e-25   +2.6429e-39   +9.3741e-32   -1.2557e-13   -1.6629e-14
 1.438862492348e-02   +9.400791023205e-09   -1.8889e-25   +2.8222e-39   +9.8503e-32   -1.2602e-13   -1.6689e-14
 1.440156337088e-02   +9.434649935650e-09   -1.9563e-25   +3.0136e-39   +1.0350e-31   -1.2647e-13   -1.6749e-14
 1.441451345272e-02   +9.468630798039e-09   -2.0261e-25   +3.2177e-39   +1.0875e-31   -1.2693e-13   -1.6810e-14
 1.442747517945e-02   +9.502734049602e-09   -2.0982e-25   +3.4355e-39   +1.1426e-31   -1.2738e-13   -1.6870e-14
 1.444044856154e-02   +9.536960131149e-09   -2.1729e-25   +3.6678e-39   +1.2004e-31   -1.2784e-13   -1.6931e-14
 1.445343360947e-02   +9.571309485078e-09   -2.2502e-25   +3.9156e-39   +1.2611e-31   -1.2831e-13   -1.6992e-14
 1.446643033373e-02   +9.605782555379e-09   -2.3302e-25   +4.1799e-39   +1.3248e-31   -1.2877e-13   -1.7053e-14
 1.447943874482e-02   +9.640379787644e-09   -2.4129e-25   +4.4618e-39   +1.3917e-31   -1.2923e-13   -1.7115e-14
 1.449245885326e-02   +9.675101629067e-09   -2.4985e-25   +4.7624e-39   +1.4619e-31   -1.2970e-13   -1.7176e-14
 1.450549066955e-02   +9.709948528454e-09   -2.5871e-25   +5.0830e-39   +1.5355e-31   -1.3016e-13   -1.7238e-14
 1.451853420423e-02   +9.744920936228e-09   -2.6787e-25   +5.4248e-39   +1.6129e-31   -1.3063e-13   -1.7300e-14
 1.453158946783e-02   +9.780019304434e-09   -2.7735e-25   +5.7894e-39   +1.6940e-31   -1.3110e-13   -1.7363e-14
 1.454465647090e-02   +9.815244086744e-09   -2.8715e-25   +6.1780e-39   +1.7791e-31   -1.3157e-13   -1.7425e-14
 1.455773522400e-02   +9.850595738464e-09   -2.9730e-25   +6.5924e-39   +1.8684e-31   -1.3205e-13   -1.7488e-14
 1.457082573770e-02   +9.886074716543e-09   -3.0779e-25   +7.0342e-39   +1.9621e-31   -1.3252e-13   -1.7551e-14
 1.458392802256e-02   +9.921681479571e-09   -3.1865e-25   +7.5051e-39   +2.0605e-31   -1.3300e-13   -1.7614e-14
 1.459704208917e-02   +9.957416487794e-09   -3.2988e-25   +8.0071e-39   +2.1637e-31   -1.3348e-13   -1.7677e-14
 1.461016794813e-02   +9.993280203113e-09   -3.4149e-25   +8.5423e-39   +2.2719e-31   -1.3396e-13   -1.7741e-14
 1.462330561005e-02   +1.002927308909e-08   -3.5351e-25   +9.1126e-39   +2.3855e-31   -1.3444e-13   -1.7805e-14
 1.463645508552e-02   +1.006539561097e-08   -3.6593e-25   +9.7205e-39   +2.5046e-31   -1.3493e-13   -1.7869e-14
 1.464961638519e-02   +1.010164823566e-08   -3.7879e-25   +1.0368e-38   +2.6296e-31   -1.3541e-13   -1.7934e-14
 1.466278951967e-02   +1.013803143174e-08   -3.9208e-25   +1.1059e-38   +2.7607e-31   -1.3590e-13   -1.7998e-14
 1.467597449962e-02   +1.017454566951e-08   -4.0583e-25   +1.1795e-38   +2.8982e-31   -1.3639e-13   -1.8063e-14
 1.468917133568e-02   +1.021119142093e-08   -4.2005e-25   +1.2579e-38   +3.0424e-31   -1.3688e-13   -1.8128e-14
 1.470238003851e-02   +1.024796915968e-08   -4.3475e-25   +1.3414e-38   +3.1937e-31   -1.3738e-13   -1.8193e-14
 1.471560061879e-02   +1.028487936113e-08   -4.4996e-25   +1.4304e-38   +3.3523e-31   -1.3787e-13   -1.8259e-14
 1.472883308720e-02   +1.032192250239e-08   -4.6568e-25   +1.5252e-38   +3.5187e-31   -1.3837e-13   -1.8325e-14
 1.474207745442e-02   +1.035909906225e-08   -4.8195e-25   +1.6262e-38   +3.6932e-31   -1.3887e-13   -1.8391e-14
 1.475533373116e-02   +1.039640952126e-08   -4.9876e-25   +1.7338e-38   +3.8762e-31   -1.3937e-13   -1.8457e-14
 1.476860192812e-02   +1.043385436169e-08   -5.1615e-25   +1.8485e-38   +4.0680e-31   -1.3987e-13   -1.8523e-14
 1.478188205602e-02   +1.047143406752e-08   -5.3413e-25   +1.9706e-38   +4.2692e-31   -1.4037e-13   -1.8590e-14
 1.479517412560e-02   +1.050914912452e-08   -5.5272e-25   +2.1006e-38   +4.4802e-31   -1.4088e-13   -1.8657e-14
 1.480847814758e-02   +1.054700002017e-08   -5.7194e-25   +2.2391e-38   +4.7014e-31   -1.4138e-13   -1.8724e-14
 1.482179413273e-02   +1.058498724373e-08   -5.9181e-25   +2.3866e-38   +4.9332e-31   -1.4189e-13   -1.8792e-14
 1.483512209179e-02   +1.062311128621e-08   -6.1236e-25   +2.5437e-38   +5.1763e-31   -1.4240e-13   -1.8859e-14
 1.484846203553e-02   +1.066137264039e-08   -6.3360e-25   +2.7109e-38   +5.4312e-31   -1.4292e-13   -1.8927e-14
 1.486181397473e-02   +1.069977180084e-08   -6.5557e-25   +2.8890e-38   +5.6984e-31   -1.4343e-13   -1.8995e-14
 1.487517792017e-02   +1.073830926387e-08   -6.7827e-25   +3.0787e-38   +5.9785e-31   -1.4395e-13   -1.9064e-14
 1.488855388266e-02   +1.077698552763e-08   -7.0174e-25   +3.2805e-38   +6.2721e-31   -1.4447e-13   -1.9133e-14
 1.490194187300e-02   +1.081580109203e-08   -7.2600e-25   +3.4955e-38   +6.5798e-31   -1.4499e-13   -1.9201e-14
 1.491534190199e-02   +1.085475645880e-08   -7.5108e-25   +3.7243e-38   +6.9023e-31   -1.4551e-13   -1.9271e-14
 1.492875398048e-02   +1.089385213145e-08   -7.7701e-25   +3.9678e-38   +7.2403e-31   -1.4603e-13   -1.9340e-14
 1.494217811929e-02   +1.093308861534e-08   -8.0380e-25   +4.2271e-38   +7.5946e-31   -1.4656e-13   -1.9410e-14
 1.495561432927e-02   +1.097246641762e-08   -8.3150e-25   +4.5031e-38   +7.9659e-31   -1.4709e-13   -1.9480e-14
 1.496906262127e-02   +1.101198604728e-08   -8.6013e-25   +4.7968e-38   +8.3550e-31   -1.4762e-13   -1.9550e-14
 1.498252300616e-02   +1.105164801514e-08   -8.8972e-25   +5.1094e-38   +8.7627e-31   -1.4815e-13   -1.9620e-14
 1.499599549481e-02   +1.109145283386e-08   -9.2031e-25   +5.4420e-38   +9.1900e-31   -1.4868e-13   -1.9691e-14
 1.500948009810e-02   +1.113140101795e-08   -9.5192e-25   +5.7960e-38   +9.6377e-31   -1.4922e-13   -1.9762e-14
 1.502297682694e-02   +1.117149308377e-08   -9.8458e-25   +6.1726e-38   +1.0107e-30   -1.4976e-13   -1.9833e-14
 1.503648569222e-02   +1.121172954953e-08   -1.0183e-24   +6.5734e-38   +1.0598e-30   -1.5029e-13   -1.9904e-14
 1.505000670485e-02   +1.125211093534e-08   -1.0532e-24   +6.9999e-38   +1.1113e-30   -1.5084e-13   -1.9976e-14
 1.506353987576e-02   +1.129263776314e-08   -1.0893e-24   +7.4535e-38   +1.1653e-30   -1.5138e-13   -2.0048e-14
 1.507708521588e-02   +1.133331055677e-08   -1.1266e-24   +7.9362e-38   +1.2218e-30   -1.5192e-13   -2.0120e-14
 1.509064273616e-02   +1.137412984197e-08   -1.1651e-24   +8.4496e-38   +1.2810e-30   -1.5247e-13   -2.0193e-14
 1.510421244754e-02   +1.141509614634e-08   -1.2048e-24   +8.9958e-38   +1.3430e-30   -1.5302e-13   -2.0265e-14
 1.511779436099e-02   +1.145620999942e-08   -1.2459e-24   +9.5768e-38   +1.4080e-30   -1.5357e-13   -2.0338e-14
 1.513138848748e-02   +1.149747193263e-08   -1.2884e-24   +1.0195e-37   +1.4760e-30   -1.5413e-13   -2.0412e-14
 1.514499483800e-02   +1.153888247931e-08   -1.3323e-24   +1.0852e-37   +1.5473e-30   -1.5468e-13   -2.0485e-14
 1.515861342354e-02   +1.158044217473e-08   -1.3776e-24   +1.1551e-37   +1.6219e-30   -1.5524e-13   -2.0559e-14
 1.517224425509e-02   +1.162215155606e-08   -1.4245e-24   +1.2294e-37   +1.7001e-30   -1.5580e-13   -2.0633e-14
 1.518588734367e-02   +1.166401116245e-08   -1.4729e-24   +1.3084e-37   +1.7820e-30   -1.5636e-13   -2.0707e-14
 1.519954270030e-02   +1.170602153495e-08   -1.5229e-24   +1.3925e-37   +1.8677e-30   -1.5692e-13   -2.0782e-14
 1.521321033601e-02   +1.174818321659e-08   -1.5746e-24   +1.4819e-37   +1.9575e-30   -1.5749e-13   -2.0857e-14
 1.522689026185e-02   +1.179049675232e-08   -1.6279e-24   +1.5769e-37   +2.0515e-30   -1.5805e-13   -2.0932e-14
 1.524058248886e-02   +1.183296268910e-08   -1.6831e-24   +1.6779e-37   +2.1499e-30   -1.5862e-13   -2.1007e-14
 1.525428702811e-02   +1.187558157581e-08   -1.7400e-24   +1.7853e-37   +2.2530e-30   -1.5919e-13   -2.1083e-14
 1.526800389067e-02   +1.191835396335e-08   -1.7988e-24   +1.8994e-37   +2.3609e-30   -1.5977e-13   -2.1159e-14
 1.528173308762e-02   +1.196128040457e-08   -1.8596e-24   +2.0208e-37   +2.4739e-30   -1.6034e-13   -2.1235e-14
 1.529547463004e-02   +1.200436145434e-08   -1.9224e-24   +2.1497e-37   +2.5922e-30   -1.6092e-13   -2.1312e-14
 1.530922852905e-02   +1.204759766951e-08   -1.9872e-24   +2.2868e-37   +2.7161e-30   -1.6150e-13   -2.1388e-14
 1.532299479576e-02   +1.209098960894e-08   -2.0542e-24   +2.4325e-37   +2.8457e-30   -1.6208e-13   -2.1465e-14
 1.533677344128e-02   +1.213453783350e-08   -2.1233e-24   +2.5874e-37   +2.9814e-30   -1.6266e-13   -2.1543e-14
 1.535056447674e-02   +1.217824290609e-08   -2.1948e-24   +2.7519e-37   +3.1235e-30   -1.6325e-13   -2.1620e-14
 1.536436791329e-02   +1.222210539163e-08   -2.2686e-24   +2.9268e-37   +3.2722e-30   -1.6384e-13   -2.1698e-14
 1.537818376208e-02   +1.226612585707e-08   -2.3448e-24   +3.1126e-37   +3.4278e-30   -1.6443e-13   -2.1776e-14
 1.539201203427e-02   +1.231030487141e-08   -2.4234e-24   +3.3100e-37   +3.5907e-30   -1.6502e-13   -2.1855e-14
 1.540585274103e-02   +1.235464300569e-08   -2.5047e-24   +3.5198e-37   +3.7612e-30   -1.6561e-13   -2.1933e-14
 1.541970589354e-02   +1.239914083303e-08   -2.5886e-24   +3.7426e-37   +3.9396e-30   -1.6621e-13   -2.2012e-14
 1.543357150299e-02   +1.244379892859e-08   -2.6753e-24   +3.9794e-37   +4.1263e-30   -1.6681e-13   -2.2092e-14
 1.544744958059e-02   +1.248861786961e-08   -2.7648e-24   +4.2309e-37   +4.3217e-30   -1.6741e-13   -2.2171e-14
 1.546134013754e-02   +1.253359823541e-08   -2.8572e-24   +4.4980e-37   +4.5262e-30   -1.6801e-13   -2.2251e-14
 1.547524318508e-02   +1.257874060739e-08   -2.9526e-24   +4.7818e-37   +4.7401e-30   -1.6862e-13   -2.2331e-14
 1.548915873442e-02   +1.262404556905e-08   -3.0511e-24   +5.0832e-37   +4.9640e-30   -1.6923e-13   -2.2412e-14
 1.550308679681e-02   +1.266951370599e-08   -3.1528e-24   +5.4033e-37   +5.1982e-30   -1.6984e-13   -2.2492e-14
 1.551702738351e-02   +1.271514560593e-08   -3.2578e-24   +5.7432e-37   +5.4433e-30   -1.7045e-13   -2.2573e-14
 1.553098050577e-02   +1.276094185868e-08   -3.3663e-24   +6.1042e-37   +5.6996e-30   -1.7106e-13   -2.2655e-14
 1.554494617487e-02   +1.280690305621e-08   -3.4782e-24   +6.4876e-37   +5.9679e-30   -1.7168e-13   -2.2736e-14
 1.555892440209e-02   +1.285302979258e-08   -3.5938e-24   +6.8947e-37   +6.2485e-30   -1.7230e-13   -2.2818e-14
 1.557291519872e-02   +1.289932266404e-08   -3.7131e-24   +7.3269e-37   +6.5420e-30   -1.7292e-13   -2.2900e-14
 1.558691857607e-02   +1.294578226894e-08   -3.8363e-24   +7.7858e-37   +6.8491e-30   -1.7354e-13   -2.2983e-14
 1.560093454545e-02   +1.299240920781e-08   -3.9634e-24   +8.2730e-37   +7.1702e-30   -1.7416e-13   -2.3065e-14
 1.561496311817e-02   +1.303920408334e-08   -4.0947e-24   +8.7903e-37   +7.5062e-30   -1.7479e-13   -2.3149e-14
 1.562900430558e-02   +1.308616750038e-08   -4.2302e-24   +9.3394e-37   +7.8576e-30   -1.7542e-13   -2.3232e-14
 1.564305811901e-02   +1.313330006599e-08   -4.3701e-24   +9.9222e-37   +8.2251e-30   -1.7605e-13   -2.3316e-14
 1.565712456983e-02   +1.318060238937e-08   -4.5145e-24   +1.0541e-36   +8.6094e-30   -1.7669e-13   -2.3400e-14
 1.567120366939e-02   +1.322807508195e-08   -4.6635e-24   +1.1198e-36   +9.0113e-30   -1.7732e-13   -2.3484e-14
 1.568529542907e-02   +1.327571875735e-08   -4.8173e-24   +1.1894e-36   +9.4317e-30   -1.7796e-13   -2.3568e-14
 1.569939986025e-02   +1.332353403140e-08   -4.9760e-24   +1.2634e-36   +9.8712e-30   -1.7860e-13   -2.3653e-14
 1.571351697432e-02   +1.337152152215e-08   -5.1399e-24   +1.3419e-36   +1.0331e-29   -1.7925e-13   -2.3739e-14
 1.572764678270e-02   +1.341968184986e-08   -5.3090e-24   +1.4252e-36   +1.0812e-29   -1.7989e-13   -2.3824e-14
 1.574178929679e-02   +1.346801563706e-08   -5.4835e-24   +1.5136e-36   +1.1314e-29   -1.8054e-13   -2.3910e-14
 1.575594452803e-02   +1.351652350849e-08   -5.6637e-24   +1.6074e-36   +1.1839e-29   -1.8119e-13   -2.3996e-14
 1.577011248784e-02   +1.356520609114e-08   -5.8495e-24   +1.7069e-36   +1.2389e-29   -1.8184e-13   -2.4082e-14
 1.578429318767e-02   +1.361406401429e-08   -6.0414e-24   +1.8125e-36   +1.2963e-29   -1.8250e-13   -2.4169e-14
 1.579848663899e-02   +1.366309790945e-08   -6.2393e-24   +1.9245e-36   +1.3564e-29   -1.8315e-13   -2.4256e-14
 1.581269285324e-02   +1.371230841043e-08   -6.4436e-24   +2.0433e-36   +1.4191e-29   -1.8382e-13   -2.4344e-14
 1.582691184192e-02   +1.376169615331e-08   -6.6544e-24   +2.1693e-36   +1.4847e-29   -1.8448e-13   -2.4431e-14
 1.584114361651e-02   +1.381126177645e-08   -6.8719e-24   +2.3030e-36   +1.5533e-29   -1.8514e-13   -2.4519e-14
 1.585538818850e-02   +1.386100592055e-08   -7.0963e-24   +2.4448e-36   +1.6250e-29   -1.8581e-13   -2.4608e-14
 1.586964556940e-02   +1.391092922856e-08   -7.3279e-24   +2.5952e-36   +1.6999e-29   -1.8648e-13   -2.4696e-14
 1.588391577074e-02   +1.396103234580e-08   -7.5668e-24   +2.7547e-36   +1.7783e-29   -1.8715e-13   -2.4785e-14
 1.589819880403e-02   +1.401131591988e-08   -7.8133e-24   +2.9239e-36   +1.8601e-29   -1.8782e-13   -2.4874e-14
 1.591249468083e-02   +1.406178060076e-08   -8.0676e-24   +3.1033e-36   +1.9456e-29   -1.8850e-13   -2.4964e-14
 1.592680341267e-02   +1.411242704072e-08   -8.3300e-24   +3.2935e-36   +2.0351e-29   -1.8918e-13   -2.5054e-14
 1.594112501111e-02   +1.416325589442e-08   -8.6007e-24   +3.4952e-36   +2.1285e-29   -1.8986e-13   -2.5144e-14
 1.595545948773e-02   +1.421426781885e-08   -8.8800e-24   +3.7091e-36   +2.2261e-29   -1.9054e-13   -2.5235e-14
 1.596980685411e-02   +1.426546347338e-08   -9.1681e-24   +3.9358e-36   +2.3281e-29   -1.9123e-13   -2.5326e-14
 1.598416712184e-02   +1.431684351976e-08   -9.4653e-24   +4.1762e-36   +2.4347e-29   -1.9192e-13   -2.5417e-14
 1.599854030251e-02   +1.436840862210e-08   -9.7719e-24   +4.4310e-36   +2.5461e-29   -1.9261e-13   -2.5508e-14
 1.601292640775e-02   +1.442015944693e-08   -1.0088e-23   +4.7012e-36   +2.6625e-29   -1.9330e-13   -2.5600e-14
 1.602732544916e-02   +1.447209666317e-08   -1.0414e-23   +4.9876e-36   +2.7841e-29   -1.9400e-13   -2.5692e-14
 1.604173743839e-02   +1.452422094214e-08   -1.0751e-23   +5.2911e-36   +2.9111e-29   -1.9470e-13   -2.5785e-14
 1.605616238708e-02   +1.457653295758e-08   -1.1098e-23   +5.6128e-36   +3.0438e-29   -1.9540e-13   -2.5878e-14
 1.607060030688e-02   +1.462903338568e-08   -1.1456e-23   +5.9538e-36   +3.1824e-29   -1.9610e-13   -2.5971e-14
 1.608505120945e-02   +1.468172290503e-08   -1.1825e-23   +6.3151e-36   +3.3272e-29   -1.9681e-13   -2.6065e-14
 1.609951510647e-02   +1.473460219670e-08   -1.2206e-23   +6.6981e-36   +3.4785e-29   -1.9752e-13   -2.6159e-14
 1.611399200962e-02   +1.478767194417e-08   -1.2599e-23   +7.1039e-36   +3.6365e-29   -1.9823e-13   -2.6253e-14
 1.612848193060e-02   +1.484093283343e-08   -1.3004e-23   +7.5339e-36   +3.8016e-29   -1.9894e-13   -2.6347e-14
 1.614298488112e-02   +1.489438555291e-08   -1.3422e-23   +7.9895e-36   +3.9740e-29   -1.9966e-13   -2.6442e-14
 1.615750087288e-02   +1.494803079352e-08   -1.3852e-23   +8.4723e-36   +4.1540e-29   -2.0038e-13   -2.6537e-14
 1.617202991763e-02   +1.500186924867e-08   -1.4297e-23   +8.9838e-36   +4.3420e-29   -2.0110e-13   -2.6633e-14
 1.618657202708e-02   +1.505590161426e-08   -1.4755e-23   +9.5256e-36   +4.5384e-29   -2.0183e-13   -2.6729e-14
 1.620112721301e-02   +1.511012858870e-08   -1.5227e-23   +1.0100e-35   +4.7435e-29   -2.0255e-13   -2.6825e-14
 1.621569548715e-02   +1.516455087291e-08   -1.5715e-23   +1.0708e-35   +4.9576e-29   -2.0328e-13   -2.6922e-14
 1.623027686128e-02   +1.521916917035e-08   -1.6217e-23   +1.1352e-35   +5.1812e-29   -2.0401e-13   -2.7019e-14
 1.624487134718e-02   +1.527398418700e-08   -1.6735e-23   +1.2034e-35   +5.4147e-29   -2.0475e-13   -2.7116e-14
 1.625947895665e-02   +1.532899663138e-08   -1.7269e-23   +1.2757e-35   +5.6585e-29   -2.0549e-13   -2.7214e-14
 1.627409970147e-02   +1.538420721457e-08   -1.7820e-23   +1.3522e-35   +5.9130e-29   -2.0623e-13   -2.7312e-14
 1.628873359347e-02   +1.543961665020e-08   -1.8388e-23   +1.4332e-35   +6.1788e-29   -2.0697e-13   -2.7410e-14
 1.630338064446e-02   +1.549522565449e-08   -1.8973e-23   +1.5191e-35   +6.4563e-29   -2.0771e-13   -2.7509e-14
 1.631804086628e-02   +1.555103494623e-08   -1.9576e-23   +1.6099e-35   +6.7460e-29   -2.0846e-13   -2.7608e-14
 1.633271427077e-02   +1.560704524679e-08   -2.0199e-23   +1.7062e-35   +7.0484e-29   -2.0921e-13   -2.7707e-14
 1.634740086979e-02   +1.566325728014e-08   -2.0840e-23   +1.8081e-35   +7.3640e-29   -2.0997e-13   -2.7807e-14
 1.636210067519e-02   +1.571967177287e-08   -2.1501e-23   +1.9160e-35   +7.6936e-29   -2.1072e-13   -2.7907e-14
 1.637681369886e-02   +1.577628945418e-08   -2.2183e-23   +2.0302e-35   +8.0375e-29   -2.1148e-13   -2.8008e-14
 1.639153995268e-02   +1.583311105590e-08   -2.2886e-23   +2.1511e-35   +8.3966e-29   -2.1224e-13   -2.8109e-14
 1.640627944855e-02   +1.589013731249e-08   -2.3610e-23   +2.2791e-35   +8.7713e-29   -2.1301e-13   -2.8210e-14
 1.642103219838e-02   +1.594736896105e-08   -2.4357e-23   +2.4146e-35   +9.1624e-29   -2.1378e-13   -2.8311e-14
